start_state_mm,step,remaining_passes_before,rpra_state_before_mm,online_state_before_mm,rpra_action_mm,online_action_mm,rpra_immediate_deflection_um,online_immediate_deflection_um,rpra_successor_mm,online_successor_mm,online_discrete_class,rpra_continuous_status,online_continuous_status,rpra_step_status,online_step_status,disagreement_classification,is_first_decision_disagreement
4.476,1,3,4.476,4.476,0.539,,79.35655698590197,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.477,1,3,4.477,4.477,0.54,,79.53793969025295,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.478,1,3,4.478,4.478,0.541,,79.7194111375357,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.479,1,3,4.479,4.479,0.542,,79.90097122027703,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.48,1,3,4.48,4.48,0.543,,80.08261983128789,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.481,1,3,4.481,4.481,0.544,,80.26435686366148,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.482,1,3,4.482,4.482,0.545,,80.44618221077182,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.483,1,3,4.483,4.483,0.546,,80.62809576627257,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.484,1,3,4.484,4.484,0.547,,80.81009742409596,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.485,1,3,4.485,4.485,0.548,,80.99218707845156,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.486,1,3,4.486,4.486,0.549,,81.17436462382389,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.487,1,3,4.487,4.487,0.55,,81.35662995497309,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.488,1,3,4.488,4.488,0.551,,81.53898296693227,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.489,1,3,4.489,4.489,0.552,,81.72142355500691,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.49,1,3,4.49,4.49,0.553,,81.90395161477353,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.491,1,3,4.491,4.491,0.554,,82.08656704207768,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.492,1,3,4.492,4.492,0.555,,82.2692697330342,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.493,1,3,4.493,4.493,0.556,,82.4520595840249,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.494,1,3,4.494,4.494,0.557,,82.63493649169801,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.495,1,3,4.495,4.495,0.558,,82.81790035296616,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.496,1,3,4.496,4.496,0.559,,83.00095106500629,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.497,1,3,4.497,4.497,0.56,,83.18408852525788,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.498,1,3,4.498,4.498,0.561,,83.36731263142123,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.499,1,3,4.499,4.499,0.562,,83.55062328145755,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.5,1,3,4.5,4.5,0.563,,83.73402037358707,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.501,1,3,4.501,4.501,0.564,,83.91750380628774,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.502,1,3,4.502,4.502,0.565,,84.10107347829457,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.503,1,3,4.503,4.503,0.566,,84.28472928859861,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.504,1,3,4.504,4.504,0.567,,84.46847113644439,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.505,1,3,4.505,4.505,0.568,,84.65229892133114,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.506,1,3,4.506,4.506,0.569,,84.83621254300982,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.507,1,3,4.507,4.507,0.57,,85.02021190148295,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.508,1,3,4.508,4.508,0.571,,85.20429689700306,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.509,1,3,4.509,4.509,0.572,,85.38846743007178,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.51,1,3,4.51,4.51,0.573,,85.57272340143905,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.511,1,3,4.511,4.511,0.574,,85.75706471210107,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.512,1,3,4.512,4.512,0.575,,85.94149126330045,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.513,1,3,4.513,4.513,0.576,,86.12600295652462,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.514,1,3,4.514,4.514,0.577,,86.3105996935045,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.515,1,3,4.515,4.515,0.578,,86.49528137621428,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.516,1,3,4.516,4.516,0.579,,86.6800479068686,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.517,1,3,4.517,4.517,0.58,,86.86489918792391,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.518,1,3,4.518,4.518,0.581,,87.04983512207598,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.519,1,3,4.519,4.519,0.582,,87.23485561225888,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.52,1,3,4.52,4.52,0.583,,87.41996056164442,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.521,1,3,4.521,4.521,0.584,,87.60514987364093,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.522,1,3,4.522,4.522,0.585,,87.7904234518926,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.523,1,3,4.523,4.523,0.586,,87.97578120027724,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.524,1,3,4.524,4.524,0.587,,88.1612230229071,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.525,1,3,4.525,4.525,0.588,,88.34674882412682,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.526,1,3,4.526,4.526,0.589,,88.53235850851236,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.527,1,3,4.527,4.527,0.59,,88.71805198087083,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.528,1,3,4.528,4.528,0.591,,88.90382914623795,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.529,1,3,4.529,4.529,0.592,,89.08968990987908,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.53,1,3,4.53,4.53,0.593,,89.27563417728699,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.531,1,3,4.531,4.531,0.594,,89.4616618541812,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.532,1,3,4.532,4.532,0.595,,89.64777284650695,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.533,1,3,4.533,4.533,0.596,,89.8339670604345,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.534,1,3,4.534,4.534,0.597,,90.02024440235823,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.535,1,3,4.535,4.535,0.598,,90.20660477889476,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.536,1,3,4.536,4.536,0.599,,90.39304809688359,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.537,1,3,4.537,4.537,0.6,,90.57957426338518,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.538,1,3,4.538,4.538,0.601,,90.76618318568,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.539,1,3,4.539,4.539,0.602,,90.95287477126844,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.54,1,3,4.54,4.54,0.603,,91.13964892786835,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.541,1,3,4.541,4.541,0.604,,91.32650556341596,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.542,1,3,4.542,4.542,0.605,,91.51344458606376,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.543,1,3,4.543,4.543,0.606,,91.70046590418022,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.544,1,3,4.544,4.544,0.607,,91.88756942634846,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.545,1,3,4.545,4.545,0.608,,92.07475506136575,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.546,1,3,4.546,4.546,0.609,,92.26202271824266,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.547,1,3,4.547,4.547,0.61,,92.4493723062013,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.548,1,3,4.548,4.548,0.611,,92.63680373467587,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.549,1,3,4.549,4.549,0.612,,92.82431691331095,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.55,1,3,4.55,4.55,0.613,,93.01191175196062,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.551,1,3,4.551,4.551,0.614,,93.19958816068814,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.552,1,3,4.552,4.552,0.615,,93.38734604976409,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.553,1,3,4.553,4.553,0.616,,93.5751853296669,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.554,1,3,4.554,4.554,0.617,,93.76310591108093,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.555,1,3,4.555,4.555,0.618,,93.95110770489622,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.556,1,3,4.556,4.556,0.619,,94.1391906222073,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.557,1,3,4.557,4.557,0.62,,94.32735457431262,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.558,1,3,4.558,4.558,0.621,,94.51559947271397,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.559,1,3,4.559,4.559,0.622,,94.70392522911456,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.56,1,3,4.56,4.56,0.623,,94.8923317554196,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.561,1,3,4.561,4.561,0.624,,95.08081896373487,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.562,1,3,4.562,4.562,0.625,,95.26938676636584,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.563,1,3,4.563,4.563,0.626,,95.45803507581736,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.564,1,3,4.564,4.564,0.627,,95.6467638047916,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.565,1,3,4.565,4.565,0.628,,95.83557286618908,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.566,1,3,4.566,4.566,0.629,,96.02446217310656,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.567,1,3,4.567,4.567,0.63,,96.21343163883682,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.568,1,3,4.568,4.568,0.631,,96.4024811768677,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.569,1,3,4.569,4.569,0.632,,96.59161070088145,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.57,1,3,4.57,4.57,0.633,,96.780820124754,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.571,1,3,4.571,4.571,0.634,,96.97010936255371,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.572,1,3,4.572,4.572,0.635,,97.15947832854134,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.573,1,3,4.573,4.573,0.636,,97.34892693716898,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.574,1,3,4.574,4.574,0.637,,97.53845510307913,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.575,1,3,4.575,4.575,0.638,,97.7280627411045,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.576,1,3,4.576,4.576,0.639,,97.91774976626631,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.577,1,3,4.577,4.577,0.64,,98.10751609377455,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.578,1,3,4.578,4.578,0.641,,98.29736163902679,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.579,1,3,4.579,4.579,0.642,,98.48728631760744,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.58,1,3,4.58,4.58,0.643,,98.67729004528717,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.581,1,3,4.581,4.581,0.644,,98.86737273802214,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.582,1,3,4.582,4.582,0.645,,99.05753431195335,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.583,1,3,4.583,4.583,0.646,,99.24777468340528,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.584,1,3,4.584,4.584,0.647,,99.43809376888645,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.585,1,3,4.585,4.585,0.648,,99.62849148508762,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
4.586,1,3,4.586,4.586,0.649,,99.81896774888176,,3.937,,,PASS,,CONTINUE,NUMERICAL_UNRESOLVED,NUMERICAL_UNRESOLVED,True
