state_order,state_mm,remaining_passes,rpra_action_mm,rpra_immediate_deflection_um,rpra_successor_mm,rpra_discrete_class,rpra_selected_continuous_status,rpra_selected_continuous_detail,online_decision_status,online_action_mm,online_immediate_deflection_um,online_successor_mm,online_discrete_class,online_selected_continuous_status,exact_action_agreement,signed_action_delta_um_online_minus_rpra,absolute_action_difference_um,immediate_deflection_delta_um_online_minus_rpra,online_local_candidate_count,online_continuous_solve_calls,online_downstream_pass_count_evaluated,online_downstream_fail_count_evaluated,online_downstream_unresolved_count_evaluated
134,4.314,3,0.377,51.23181111367573,3.937,PRESERVING,PASS,continuous_reference,PASS,0.377,51.23181111367573,3.937,PRESERVING,PASS,True,0,0,0.0,135,18,1,17,0
135,4.315,3,0.378,51.39714454946439,3.937,PRESERVING,PASS,continuous_reference,PASS,0.378,51.39714454946439,3.937,PRESERVING,PASS,True,0,0,0.0,136,19,1,18,0
136,4.316,3,0.379,51.56258915968789,3.937,PRESERVING,PASS,continuous_reference,PASS,0.379,51.56258915968789,3.937,PRESERVING,PASS,True,0,0,0.0,137,20,1,19,0
137,4.317,3,0.38,51.72814476476946,3.937,PRESERVING,PASS,continuous_reference,PASS,0.38,51.72814476476946,3.937,PRESERVING,PASS,True,0,0,0.0,138,21,1,20,0
138,4.318,3,0.381,51.893811185819246,3.937,PRESERVING,PASS,continuous_reference,PASS,0.381,51.893811185819246,3.937,PRESERVING,PASS,True,0,0,0.0,139,22,1,21,0
139,4.319,3,0.382,52.05958824462927,3.937,PRESERVING,PASS,continuous_reference,PASS,0.382,52.05958824462927,3.937,PRESERVING,PASS,True,0,0,0.0,140,23,1,22,0
140,4.32,3,0.383,52.225475763668435,3.937,PRESERVING,PASS,continuous_reference,PASS,0.383,52.225475763668435,3.937,PRESERVING,PASS,True,0,0,0.0,141,24,1,23,0
141,4.321,3,0.384,52.391473566079156,3.937,PRESERVING,PASS,continuous_reference,PASS,0.384,52.391473566079156,3.937,PRESERVING,PASS,True,0,0,0.0,142,25,1,24,0
142,4.322,3,0.385,52.55758147567137,3.937,PRESERVING,PASS,continuous_reference,PASS,0.385,52.55758147567137,3.937,PRESERVING,PASS,True,0,0,0.0,143,26,1,25,0
143,4.323,3,0.386,52.72379931692007,3.937,PRESERVING,PASS,continuous_reference,PASS,0.386,52.72379931692007,3.937,PRESERVING,PASS,True,0,0,0.0,144,27,1,26,0
144,4.324,3,0.387,52.89012691496022,3.937,PRESERVING,PASS,continuous_reference,PASS,0.387,52.89012691496022,3.937,PRESERVING,PASS,True,0,0,0.0,145,28,1,27,0
145,4.325,3,0.388,53.0565640955821,3.937,PRESERVING,PASS,continuous_reference,PASS,0.388,53.0565640955821,3.937,PRESERVING,PASS,True,0,0,0.0,146,29,1,28,0
146,4.326,3,0.389,53.22311068522777,3.937,PRESERVING,PASS,continuous_reference,PASS,0.389,53.22311068522777,3.937,PRESERVING,PASS,True,0,0,0.0,147,30,1,29,0
147,4.327,3,0.39,53.38976651098664,3.937,PRESERVING,PASS,continuous_reference,PASS,0.39,53.38976651098664,3.937,PRESERVING,PASS,True,0,0,0.0,148,31,1,30,0
148,4.328,3,0.391,53.55653140059138,3.937,PRESERVING,PASS,continuous_reference,PASS,0.391,53.55653140059138,3.937,PRESERVING,PASS,True,0,0,0.0,149,32,1,31,0
149,4.329,3,0.392,53.72340518241322,3.937,PRESERVING,PASS,continuous_reference,PASS,0.392,53.72340518241322,3.937,PRESERVING,PASS,True,0,0,0.0,150,33,1,32,0
150,4.33,3,0.393,53.89038768545913,3.937,PRESERVING,PASS,continuous_reference,PASS,0.393,53.89038768545913,3.937,PRESERVING,PASS,True,0,0,0.0,151,34,1,33,0
151,4.331,3,0.394,54.057478739366886,3.937,PRESERVING,PASS,continuous_reference,PASS,0.394,54.057478739366886,3.937,PRESERVING,PASS,True,0,0,0.0,152,35,1,34,0
152,4.332,3,0.395,54.22467817440127,3.937,PRESERVING,PASS,continuous_reference,PASS,0.395,54.22467817440127,3.937,PRESERVING,PASS,True,0,0,0.0,153,36,1,35,0
153,4.333,3,0.396,54.39198582145069,3.937,PRESERVING,PASS,continuous_reference,PASS,0.396,54.39198582145069,3.937,PRESERVING,PASS,True,0,0,0.0,154,37,1,36,0
154,4.334,3,0.397,54.55940151202173,3.937,PRESERVING,PASS,continuous_reference,PASS,0.397,54.55940151202173,3.937,PRESERVING,PASS,True,0,0,0.0,155,38,1,37,0
155,4.335,3,0.398,54.72692507823705,3.937,PRESERVING,PASS,continuous_reference,PASS,0.398,54.72692507823705,3.937,PRESERVING,PASS,True,0,0,0.0,156,39,1,38,0
156,4.336,3,0.399,54.89455635283073,3.937,PRESERVING,PASS,continuous_reference,PASS,0.399,54.89455635283073,3.937,PRESERVING,PASS,True,0,0,0.0,157,40,1,39,0
157,4.337,3,0.4,55.06229516914448,3.937,PRESERVING,PASS,continuous_reference,PASS,0.4,55.06229516914448,3.937,PRESERVING,PASS,True,0,0,0.0,158,41,1,40,0
158,4.338,3,0.401,55.23014136112375,3.937,PRESERVING,PASS,continuous_reference,PASS,0.401,55.23014136112375,3.937,PRESERVING,PASS,True,0,0,0.0,159,42,1,41,0
159,4.339,3,0.402,55.39809476331435,3.937,PRESERVING,PASS,continuous_reference,PASS,0.402,55.39809476331435,3.937,PRESERVING,PASS,True,0,0,0.0,160,43,1,42,0
160,4.34,3,0.403,55.5661552108586,3.937,PRESERVING,PASS,continuous_reference,PASS,0.403,55.5661552108586,3.937,PRESERVING,PASS,True,0,0,0.0,161,44,1,43,0
161,4.341,3,0.404,55.734322539490826,3.937,PRESERVING,PASS,continuous_reference,PASS,0.404,55.734322539490826,3.937,PRESERVING,PASS,True,0,0,0.0,162,45,1,44,0
162,4.342,3,0.405,55.902596585535335,3.937,PRESERVING,PASS,continuous_reference,PASS,0.405,55.902596585535335,3.937,PRESERVING,PASS,True,0,0,0.0,163,46,1,45,0
163,4.343,3,0.406,56.070977185901626,3.937,PRESERVING,PASS,continuous_reference,PASS,0.406,56.070977185901626,3.937,PRESERVING,PASS,True,0,0,0.0,164,47,1,46,0
164,4.344,3,0.407,56.23946417808103,3.937,PRESERVING,PASS,continuous_reference,PASS,0.407,56.23946417808103,3.937,PRESERVING,PASS,True,0,0,0.0,165,48,1,47,0
165,4.345,3,0.408,56.408057400143306,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,166,1,0,0,1
166,4.346,3,0.409,56.576756690733305,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,167,2,0,1,1
167,4.347,3,0.41,56.7455618890663,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,168,3,0,2,1
168,4.348,3,0.411,56.91447283492635,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,169,4,0,3,1
169,4.349,3,0.412,57.08348936866161,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,170,5,0,4,1
170,4.35,3,0.413,57.25261133118125,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,171,6,0,5,1
171,4.351,3,0.414,57.42183856395226,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,172,7,0,6,1
172,4.352,3,0.415,57.59117090899578,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,173,8,0,7,1
173,4.353,3,0.416,57.7606082088836,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,174,9,0,8,1
174,4.354,3,0.417,57.93015030673566,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,175,10,0,9,1
175,4.355,3,0.418,58.099797046216175,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,176,11,0,10,1
176,4.356,3,0.419,58.2695482715305,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,177,12,0,11,1
177,4.357,3,0.42,58.43940382742213,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,178,13,0,12,1
178,4.358,3,0.421,58.60936355916921,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,179,14,0,13,1
179,4.359,3,0.422,58.779427312581106,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,180,15,0,14,1
180,4.36,3,0.423,58.94959493399635,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,181,16,0,15,1
181,4.361,3,0.424,59.11986627027841,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,182,17,0,16,1
182,4.362,3,0.425,59.29024116881337,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,183,18,0,17,1
183,4.363,3,0.426,59.46071947750633,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,184,19,0,18,1
184,4.364,3,0.427,59.631301044778965,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,185,20,0,19,1
185,4.365,3,0.428,59.801985719565394,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,186,21,0,20,1
186,4.366,3,0.429,59.97277335131068,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,187,22,0,21,1
187,4.367,3,0.43,60.143663789966915,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,188,23,0,22,1
188,4.368,3,0.431,60.314656885990615,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,189,24,0,23,1
189,4.369,3,0.432,60.48575249033971,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,190,25,0,24,1
190,4.37,3,0.433,60.6569504544708,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,191,26,0,25,1
191,4.371,3,0.434,60.82825063033564,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,192,27,0,26,1
192,4.372,3,0.435,60.99965287037934,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,193,28,0,27,1
193,4.373,3,0.436,61.171157027537035,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,194,29,0,28,1
194,4.374,3,0.437,61.34276295523092,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,195,30,0,29,1
195,4.375,3,0.438,61.51447050736772,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,196,31,0,30,1
196,4.376,3,0.439,61.68627953833612,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,197,32,0,31,1
197,4.377,3,0.44,61.8581899030031,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,198,33,0,32,1
198,4.378,3,0.441,62.030201456712646,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,199,34,0,33,1
199,4.379,3,0.442,62.20231405528202,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,200,35,0,34,1
200,4.38,3,0.443,62.374527554999446,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,201,36,0,35,1
201,4.381,3,0.444,62.54684181262163,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,202,37,0,36,1
202,4.382,3,0.445,62.7192566853709,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,203,38,0,37,1
203,4.383,3,0.446,62.89177203093203,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,204,39,0,38,1
204,4.384,3,0.447,63.06438770745129,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,205,40,0,39,1
205,4.385,3,0.448,63.23710357353214,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,206,41,0,40,1
206,4.386,3,0.449,63.409919488233896,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,207,42,0,41,1
207,4.387,3,0.45,63.582835311068465,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,208,43,0,42,1
208,4.388,3,0.451,63.75585090199845,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,209,44,0,43,1
209,4.389,3,0.452,63.92896612143363,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,210,45,0,44,1
210,4.39,3,0.453,64.10218083023004,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,211,46,0,45,1
211,4.391,3,0.454,64.27549488968609,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,212,47,0,46,1
212,4.392,3,0.455,64.44890816154124,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,213,48,0,47,1
213,4.393,3,0.456,64.62242050797275,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,214,49,0,48,1
214,4.394,3,0.457,64.79603179159405,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,215,50,0,49,1
215,4.395,3,0.458,64.96974187545112,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,216,51,0,50,1
216,4.396,3,0.459,65.14355062302187,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,217,52,0,51,1
217,4.397,3,0.46,65.31745789821242,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,218,53,0,52,1
218,4.398,3,0.461,65.49146356535569,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,219,54,0,53,1
219,4.399,3,0.462,65.6655674892083,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,220,55,0,54,1
220,4.4,3,0.463,65.83976953494917,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,221,56,0,55,1
221,4.401,3,0.464,66.01406956817586,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,222,57,0,56,1
222,4.402,3,0.465,66.18846745490411,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,223,58,0,57,1
223,4.403,3,0.466,66.36296306156447,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,224,59,0,58,1
224,4.404,3,0.467,66.53755625500033,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,225,60,0,59,1
225,4.405,3,0.468,66.71224690246572,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,226,61,0,60,1
226,4.406,3,0.469,66.8870348716235,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,227,62,0,61,1
227,4.407,3,0.47,67.06192003054181,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,228,63,0,62,1
228,4.408,3,0.471,67.2369022476942,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,229,64,0,63,1
229,4.409,3,0.472,67.41198139195559,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,230,65,0,64,1
230,4.41,3,0.473,67.58715733260098,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,231,66,0,65,1
231,4.411,3,0.474,67.76242993930329,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,232,67,0,66,1
232,4.412,3,0.475,67.93779908213101,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,233,68,0,67,1
233,4.413,3,0.476,68.11326463154663,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,234,69,0,68,1
234,4.414,3,0.477,68.28882645840352,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,235,1,0,0,1
235,4.415,3,0.478,68.46448443394532,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,236,2,0,1,1
236,4.416,3,0.479,68.64023842980316,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,237,1,0,0,1
237,4.417,3,0.48,68.81608831799328,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,238,2,0,1,1
238,4.418,3,0.481,68.99203397091617,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,239,3,0,2,1
239,4.419,3,0.482,69.16807526135294,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,240,4,0,3,1
240,4.42,3,0.483,69.34421206246495,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,241,5,0,4,1
241,4.421,3,0.484,69.52044424779127,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,242,6,0,5,1
242,4.422,3,0.485,69.69677169124638,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,243,7,0,6,1
243,4.423,3,0.486,69.87319426711854,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,244,8,0,7,1
244,4.424,3,0.487,70.04971185006823,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,245,9,0,8,1
245,4.425,3,0.488,70.22632431512572,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,245,10,0,9,1
246,4.426,3,0.489,70.40303153768883,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,245,11,0,10,1
247,4.427,3,0.49,70.57983339352239,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,245,12,0,11,1
248,4.428,3,0.491,70.75672975875528,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,246,13,0,12,1
249,4.429,3,0.492,70.93372050987885,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,246,14,0,13,1
250,4.43,3,0.493,71.11080552374565,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,246,15,0,14,1
251,4.431,3,0.494,71.28798467756593,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,247,16,0,15,1
252,4.432,3,0.495,71.46525784890817,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,247,17,0,16,1
253,4.433,3,0.496,71.64262491569566,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,247,18,0,17,1
254,4.434,3,0.497,71.82008575620523,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,247,1,0,0,1
255,4.435,3,0.498,71.9976402490655,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,248,2,0,1,1
256,4.436,3,0.499,72.17528827325498,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,248,3,0,2,1
257,4.437,3,0.5,72.35302970810072,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,248,4,0,3,1
258,4.438,3,0.501,72.53086443327551,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,248,5,0,4,1
259,4.439,3,0.502,72.70879232879778,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,249,6,0,5,1
260,4.44,3,0.503,72.88681327502869,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,249,7,0,6,1
261,4.441,3,0.504,73.06492715267073,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,249,8,0,7,1
262,4.442,3,0.505,73.24313384276653,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,250,9,0,8,1
263,4.443,3,0.506,73.42143322669587,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,250,10,0,9,1
264,4.444,3,0.507,73.59982518617569,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,250,11,0,10,1
265,4.445,3,0.508,73.77830960325744,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,250,12,0,11,1
266,4.446,3,0.509,73.95688636032565,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,251,13,0,12,1
267,4.447,3,0.51,74.13555534009637,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,251,14,0,13,1
268,4.448,3,0.511,74.31431642561535,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,251,15,0,14,1
269,4.449,3,0.512,74.49316950025707,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,252,16,0,15,1
270,4.45,3,0.513,74.67211444772173,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,252,17,0,16,1
271,4.451,3,0.514,74.85115115203553,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,252,18,0,17,1
272,4.452,3,0.515,75.03027949754768,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,252,19,0,18,1
273,4.453,3,0.516,75.20949936892963,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,253,20,0,19,1
274,4.454,3,0.517,75.38881065117336,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,253,21,0,20,1
275,4.455,3,0.518,75.56821322958875,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,253,22,0,21,1
276,4.456,3,0.519,75.74770698980423,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,253,23,0,22,1
277,4.457,3,0.52,75.92729181776332,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,254,24,0,23,1
278,4.458,3,0.521,76.10696759972423,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,254,25,0,24,1
279,4.459,3,0.522,76.28673422225766,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,254,26,0,25,1
280,4.46,3,0.523,76.4665915722459,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,255,27,0,26,1
281,4.461,3,0.524,76.64653953688114,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,255,28,0,27,1
282,4.462,3,0.525,76.8265780036633,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,255,29,0,28,1
283,4.463,3,0.526,77.0067068604,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,255,30,0,29,1
284,4.464,3,0.527,77.18692599520384,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,256,31,0,30,1
285,4.465,3,0.528,77.36723529649178,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,256,32,0,31,1
286,4.466,3,0.529,77.54763465298348,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,256,33,0,32,1
287,4.467,3,0.53,77.72812395369895,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,257,34,0,33,1
288,4.468,3,0.531,77.90870308795876,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,257,35,0,34,1
289,4.469,3,0.532,78.0893719453818,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,257,36,0,35,1
290,4.47,3,0.533,78.27013041588366,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,257,37,0,36,1
291,4.471,3,0.534,78.45097838967553,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,258,38,0,37,1
292,4.472,3,0.535,78.63191575726316,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,258,39,0,38,1
293,4.473,3,0.536,78.81294240944503,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,258,40,0,39,1
294,4.474,3,0.537,78.99405823731051,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,259,41,0,40,1
295,4.475,3,0.538,79.17526313223993,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,259,42,0,41,1
296,4.476,3,0.539,79.35655698590197,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,259,43,0,42,1
297,4.477,3,0.54,79.53793969025295,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,259,44,0,43,1
298,4.478,3,0.541,79.7194111375357,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,260,45,0,44,1
299,4.479,3,0.542,79.90097122027703,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,260,46,0,45,1
300,4.48,3,0.543,80.08261983128789,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,260,47,0,46,1
301,4.481,3,0.544,80.26435686366148,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,260,48,0,47,1
