state_order,state_mm,remaining_passes,rpra_action_mm,rpra_immediate_deflection_um,rpra_successor_mm,rpra_discrete_class,rpra_selected_continuous_status,rpra_selected_continuous_detail,online_decision_status,online_action_mm,online_immediate_deflection_um,online_successor_mm,online_discrete_class,online_selected_continuous_status,exact_action_agreement,signed_action_delta_um_online_minus_rpra,absolute_action_difference_um,immediate_deflection_delta_um_online_minus_rpra,online_local_candidate_count,online_continuous_solve_calls,online_downstream_pass_count_evaluated,online_downstream_fail_count_evaluated,online_downstream_unresolved_count_evaluated
302,4.482,3,0.545,80.44618221077182,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,261,49,0,48,1
303,4.483,3,0.546,80.62809576627257,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,261,50,0,49,1
304,4.484,3,0.547,80.81009742409596,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,261,51,0,50,1
305,4.485,3,0.548,80.99218707845156,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,262,52,0,51,1
306,4.486,3,0.549,81.17436462382389,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,262,53,0,52,1
307,4.487,3,0.55,81.35662995497309,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,262,54,0,53,1
308,4.488,3,0.551,81.53898296693227,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,262,55,0,54,1
309,4.489,3,0.552,81.72142355500691,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,263,56,0,55,1
310,4.49,3,0.553,81.90395161477353,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,263,57,0,56,1
311,4.491,3,0.554,82.08656704207768,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,263,58,0,57,1
312,4.492,3,0.555,82.2692697330342,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,264,59,0,58,1
313,4.493,3,0.556,82.4520595840249,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,264,60,0,59,1
314,4.494,3,0.557,82.63493649169801,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,264,61,0,60,1
315,4.495,3,0.558,82.81790035296616,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,264,62,0,61,1
316,4.496,3,0.559,83.00095106500629,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,265,63,0,62,1
317,4.497,3,0.56,83.18408852525788,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,265,64,0,63,1
318,4.498,3,0.561,83.36731263142123,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,265,65,0,64,1
319,4.499,3,0.562,83.55062328145755,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,266,66,0,65,1
320,4.5,3,0.563,83.73402037358707,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,266,67,0,66,1
321,4.501,3,0.564,83.91750380628774,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,266,68,0,67,1
322,4.502,3,0.565,84.10107347829457,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,266,69,0,68,1
323,4.503,3,0.566,84.28472928859861,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,267,70,0,69,1
324,4.504,3,0.567,84.46847113644439,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,267,71,0,70,1
325,4.505,3,0.568,84.65229892133114,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,267,72,0,71,1
326,4.506,3,0.569,84.83621254300982,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,267,73,0,72,1
327,4.507,3,0.57,85.02021190148295,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,268,74,0,73,1
328,4.508,3,0.571,85.20429689700306,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,268,75,0,74,1
329,4.509,3,0.572,85.38846743007178,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,268,76,0,75,1
330,4.51,3,0.573,85.57272340143905,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,269,77,0,76,1
331,4.511,3,0.574,85.75706471210107,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,269,78,0,77,1
332,4.512,3,0.575,85.94149126330045,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,269,79,0,78,1
333,4.513,3,0.576,86.12600295652462,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,269,80,0,79,1
334,4.514,3,0.577,86.3105996935045,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,270,81,0,80,1
335,4.515,3,0.578,86.49528137621428,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,270,82,0,81,1
336,4.516,3,0.579,86.6800479068686,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,270,83,0,82,1
337,4.517,3,0.58,86.86489918792391,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,271,84,0,83,1
338,4.518,3,0.581,87.04983512207598,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,271,85,0,84,1
339,4.519,3,0.582,87.23485561225888,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,271,86,0,85,1
340,4.52,3,0.583,87.41996056164442,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,271,87,0,86,1
341,4.521,3,0.584,87.60514987364093,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,272,88,0,87,1
342,4.522,3,0.585,87.7904234518926,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,272,89,0,88,1
343,4.523,3,0.586,87.97578120027724,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,272,90,0,89,1
344,4.524,3,0.587,88.1612230229071,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,273,91,0,90,1
345,4.525,3,0.588,88.34674882412682,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,273,92,0,91,1
346,4.526,3,0.589,88.53235850851236,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,273,93,0,92,1
347,4.527,3,0.59,88.71805198087083,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,273,94,0,93,1
348,4.528,3,0.591,88.90382914623795,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,274,95,0,94,1
349,4.529,3,0.592,89.08968990987908,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,274,96,0,95,1
350,4.53,3,0.593,89.27563417728699,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,274,97,0,96,1
351,4.531,3,0.594,89.4616618541812,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,275,98,0,97,1
352,4.532,3,0.595,89.64777284650695,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,275,99,0,98,1
353,4.533,3,0.596,89.8339670604345,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,275,100,0,99,1
354,4.534,3,0.597,90.02024440235823,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,275,101,0,100,1
355,4.535,3,0.598,90.20660477889476,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,276,102,0,101,1
356,4.536,3,0.599,90.39304809688359,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,276,103,0,102,1
357,4.537,3,0.6,90.57957426338518,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,276,104,0,103,1
358,4.538,3,0.601,90.76618318568,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,277,105,0,104,1
359,4.539,3,0.602,90.95287477126844,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,277,106,0,105,1
360,4.54,3,0.603,91.13964892786835,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,277,107,0,106,1
361,4.541,3,0.604,91.32650556341596,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,277,1,0,0,1
362,4.542,3,0.605,91.51344458606376,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,278,2,0,1,1
363,4.543,3,0.606,91.70046590418022,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,278,3,0,2,1
364,4.544,3,0.607,91.88756942634846,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,278,4,0,3,1
365,4.545,3,0.608,92.07475506136575,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,279,5,0,4,1
366,4.546,3,0.609,92.26202271824266,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,279,6,0,5,1
367,4.547,3,0.61,92.4493723062013,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,279,7,0,6,1
368,4.548,3,0.611,92.63680373467587,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,279,8,0,7,1
369,4.549,3,0.612,92.82431691331095,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,280,9,0,8,1
370,4.55,3,0.613,93.01191175196062,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,280,10,0,9,1
371,4.551,3,0.614,93.19958816068814,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,280,11,0,10,1
372,4.552,3,0.615,93.38734604976409,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,280,12,0,11,1
373,4.553,3,0.616,93.5751853296669,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,281,13,0,12,1
374,4.554,3,0.617,93.76310591108093,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,281,14,0,13,1
375,4.555,3,0.618,93.95110770489622,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,281,15,0,14,1
376,4.556,3,0.619,94.1391906222073,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,282,16,0,15,1
377,4.557,3,0.62,94.32735457431262,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,282,17,0,16,1
378,4.558,3,0.621,94.51559947271397,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,282,18,0,17,1
379,4.559,3,0.622,94.70392522911456,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,282,19,0,18,1
380,4.56,3,0.623,94.8923317554196,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,283,20,0,19,1
381,4.561,3,0.624,95.08081896373487,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,283,21,0,20,1
382,4.562,3,0.625,95.26938676636584,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,283,22,0,21,1
383,4.563,3,0.626,95.45803507581736,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,284,23,0,22,1
384,4.564,3,0.627,95.6467638047916,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,284,24,0,23,1
385,4.565,3,0.628,95.83557286618908,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,284,25,0,24,1
386,4.566,3,0.629,96.02446217310656,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,284,26,0,25,1
387,4.567,3,0.63,96.21343163883682,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,285,27,0,26,1
388,4.568,3,0.631,96.4024811768677,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,285,28,0,27,1
389,4.569,3,0.632,96.59161070088145,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,285,29,0,28,1
390,4.57,3,0.633,96.780820124754,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,286,30,0,29,1
391,4.571,3,0.634,96.97010936255371,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,286,31,0,30,1
392,4.572,3,0.635,97.15947832854134,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,286,32,0,31,1
393,4.573,3,0.636,97.34892693716898,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,286,33,0,32,1
394,4.574,3,0.637,97.53845510307913,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,287,34,0,33,1
395,4.575,3,0.638,97.7280627411045,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,287,35,0,34,1
396,4.576,3,0.639,97.91774976626631,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,287,36,0,35,1
397,4.577,3,0.64,98.10751609377455,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,288,37,0,36,1
398,4.578,3,0.641,98.29736163902679,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,288,38,0,37,1
399,4.579,3,0.642,98.48728631760744,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,288,39,0,38,1
400,4.58,3,0.643,98.67729004528717,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,288,40,0,39,1
401,4.581,3,0.644,98.86737273802214,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,289,41,0,40,1
402,4.582,3,0.645,99.05753431195335,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,289,42,0,41,1
403,4.583,3,0.646,99.24777468340528,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,289,43,0,42,1
404,4.584,3,0.647,99.43809376888645,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,290,44,0,43,1
405,4.585,3,0.648,99.62849148508762,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,290,45,0,44,1
406,4.586,3,0.649,99.81896774888176,3.937,PRESERVING,PASS,continuous_reference,NUMERICAL_UNRESOLVED,,,,,,False,,,,290,46,0,45,1
