state_mm,remaining_passes,myopic_action_mm,myopic_immediate_deflection_um,myopic_successor_mm,myopic_action_class,rpra_action_mm,rpra_immediate_deflection_um,rpra_successor_mm,immediate_deflection_sacrifice_um,selected_actions_differ
4.436,3,0.36,43.64986234115474,4.076,DESTROYING,0.499,72.17528827325498,3.937,28.52542593210024,True
4.437,3,0.36,43.61775111462897,4.077,DESTROYING,0.5,72.35302970810072,3.937,28.735278593471747,True
4.438,3,0.36,43.58567137741422,4.078,DESTROYING,0.501,72.53086443327551,3.937,28.94519305586129,True
4.439,3,0.36,43.553623090920695,4.079,DESTROYING,0.502,72.70879232879778,3.937,29.15516923787709,True
4.44,3,0.36,43.521606216615226,4.08,DESTROYING,0.503,72.88681327502869,3.937,29.36520705841346,True
4.441,3,0.36,43.48962071602136,4.081,DESTROYING,0.504,73.06492715267073,3.937,29.57530643664937,True
4.442,3,0.36,43.45766655071922,4.082,DESTROYING,0.505,73.24313384276653,3.937,29.785467292047308,True
4.443,3,0.36,43.42574368234526,4.083,DESTROYING,0.506,73.42143322669587,3.937,29.99568954435061,True
4.444,3,0.36,43.39385207259243,4.084,DESTROYING,0.507,73.59982518617569,3.937,30.205973113583262,True
4.445,3,0.36,43.36199168320975,4.085,DESTROYING,0.508,73.77830960325744,3.937,30.41631792004769,True
4.446,3,0.36,43.33016247600254,4.086,DESTROYING,0.509,73.95688636032565,3.937,30.626723884323113,True
4.447,3,0.36,43.298364412832186,4.087,DESTROYING,0.51,74.13555534009637,3.937,30.83719092726419,True
4.448,3,0.36,43.2665974556159,4.088,DESTROYING,0.511,74.31431642561535,3.937,31.047718969999444,True
4.449,3,0.36,43.234861566326884,4.089,DESTROYING,0.512,74.49316950025707,3.937,31.258307933930183,True
4.45,3,0.36,43.20315670699411,4.09,DESTROYING,0.513,74.67211444772173,3.937,31.468957740727618,True
4.451,3,0.36,43.1714828397021,4.091,DESTROYING,0.514,74.85115115203553,3.937,31.679668312333426,True
4.452,3,0.36,43.139839926591144,4.092,DESTROYING,0.515,75.03027949754768,3.937,31.890439570956538,True
4.453,3,0.36,43.10822792985685,4.093,DESTROYING,0.516,75.20949936892963,3.937,32.101271439072775,True
4.454,3,0.36,43.0766468117503,4.094,DESTROYING,0.517,75.38881065117336,3.937,32.31216383942306,True
4.455,3,0.36,43.045096534577894,4.095,DESTROYING,0.518,75.56821322958875,3.937,32.523116695010856,True
4.456,3,0.36,43.01357706070116,4.096,DESTROYING,0.519,75.74770698980423,3.937,32.73412992910307,True
4.457,3,0.36,42.98208835253676,4.097,DESTROYING,0.52,75.92729181776332,3.937,32.945203465226555,True
4.458,3,0.36,42.950630372556446,4.098,DESTROYING,0.521,76.10696759972423,3.937,33.15633722716778,True
4.459,3,0.36,42.919203083286774,4.099,DESTROYING,0.522,76.28673422225766,3.937,33.36753113897089,True
4.46,3,0.36,42.887806447309195,4.1,DESTROYING,0.523,76.4665915722459,3.937,33.57878512493671,True
4.461,3,0.36,42.85644042725985,4.101,DESTROYING,0.524,76.64653953688114,3.937,33.79009910962129,True
4.462,3,0.36,42.825104985829554,4.102,DESTROYING,0.525,76.8265780036633,3.937,34.001473017833746,True
4.463,3,0.36,42.79380008576369,4.103,DESTROYING,0.526,77.0067068604,3.937,34.21290677463631,True
4.464,3,0.36,42.76252568986201,4.104,DESTROYING,0.527,77.18692599520384,3.937,34.42440030534183,True
4.465,3,0.36,42.731281760978696,4.105,DESTROYING,0.528,77.36723529649178,3.937,34.63595353551309,True
4.466,3,0.36,42.7000682620222,4.106,DESTROYING,0.529,77.54763465298348,3.937,34.847566390961276,True
4.467,3,0.36,42.668885155955095,4.107,DESTROYING,0.53,77.72812395369895,3.937,35.05923879774386,True
4.468,3,0.36,42.63773240579409,4.108,DESTROYING,0.531,77.90870308795876,3.937,35.270970682164666,True
4.469,3,0.36,42.606609974609825,4.109,DESTROYING,0.532,78.0893719453818,3.937,35.482761970771975,True
4.47,3,0.36,42.5755178255269,4.11,DESTROYING,0.533,78.27013041588366,3.937,35.694612590356755,True
4.471,3,0.36,42.544455921723696,4.111,DESTROYING,0.534,78.45097838967553,3.937,35.90652246795183,True
4.472,3,0.36,42.513424226432306,4.112,DESTROYING,0.535,78.63191575726316,3.937,36.11849153083085,True
4.473,3,0.36,42.48242270293845,4.113,DESTROYING,0.536,78.81294240944503,3.937,36.33051970650658,True
4.474,3,0.36,42.45145131458139,4.114,DESTROYING,0.537,78.99405823731051,3.937,36.54260692272912,True
4.475,3,0.36,42.42051002475378,4.115,DESTROYING,0.538,79.17526313223993,3.937,36.75475310748615,True
4.476,3,0.36,42.38959879690173,4.116,DESTROYING,0.539,79.35655698590197,3.937,36.966958189000245,True
4.477,3,0.36,42.35871759452447,4.117,DESTROYING,0.54,79.53793969025295,3.937,37.179222095728484,True
4.478,3,0.36,42.32786638117453,4.118,DESTROYING,0.541,79.7194111375357,3.937,37.39154475636117,True
4.479,3,0.36,42.29704512045743,4.119,DESTROYING,0.542,79.90097122027703,3.937,37.603926099819596,True
4.48,3,0.36,42.266253776031725,4.12,DESTROYING,0.543,80.08261983128789,3.937,37.81636605525616,True
4.481,3,0.36,42.23549231160882,4.121,DESTROYING,0.544,80.26435686366148,3.937,38.02886455205265,True
4.482,3,0.36,42.20476069095303,4.122,DESTROYING,0.545,80.44618221077182,3.937,38.24142151981879,True
4.483,3,0.36,42.17405887788127,4.123,DESTROYING,0.546,80.62809576627257,3.937,38.45403688839129,True
4.484,3,0.36,42.14338683626317,4.124,DESTROYING,0.547,80.81009742409596,3.937,38.66671058783279,True
4.485,3,0.36,42.11274453002082,4.125,DESTROYING,0.548,80.99218707845156,3.937,38.879442548430745,True
4.486,3,0.36,42.08213192312884,4.126,DESTROYING,0.549,81.17436462382389,3.937,39.09223270069505,True
4.487,3,0.36,42.05154897961419,4.127,DESTROYING,0.55,81.35662995497309,3.937,39.3050809753589,True
4.488,3,0.36,42.02099566355607,4.128,DESTROYING,0.551,81.53898296693227,3.937,39.517987303376195,True
4.489,3,0.36,41.990471939085936,4.129,DESTROYING,0.552,81.72142355500691,3.937,39.73095161592097,True
4.49,3,0.36,41.95997777038725,4.13,DESTROYING,0.553,81.90395161477353,3.937,39.943973844386285,True
4.491,3,0.36,41.92951312169553,4.131,DESTROYING,0.554,82.08656704207768,3.937,40.15705392038215,True
4.492,3,0.36,41.89907795729826,4.132,DESTROYING,0.555,82.2692697330342,3.937,40.37019177573595,True
4.493,3,0.36,41.86867224153463,4.133,DESTROYING,0.556,82.4520595840249,3.937,40.58338734249026,True
4.494,3,0.36,41.838295938795724,4.134,DESTROYING,0.557,82.63493649169801,3.937,40.79664055290229,True
4.495,3,0.36,41.807949013524194,4.135,DESTROYING,0.558,82.81790035296616,3.937,41.00995133944197,True
4.496,3,0.36,41.77763143021424,4.136,DESTROYING,0.559,83.00095106500629,3.937,41.22331963479205,True
4.497,3,0.36,41.74734315341166,4.137,DESTROYING,0.56,83.18408852525788,3.937,41.436745371846214,True
4.498,3,0.36,41.717084147713486,4.138,DESTROYING,0.561,83.36731263142123,3.937,41.65022848370774,True
4.499,3,0.36,41.68685437776819,4.139,DESTROYING,0.562,83.55062328145755,3.937,41.863768903689355,True
4.5,3,0.36,41.65665380827547,4.14,DESTROYING,0.563,83.73402037358707,3.937,42.0773665653116,True
4.501,3,0.36,41.626482403986,4.141,DESTROYING,0.564,83.91750380628774,3.937,42.29102140230174,True
4.502,3,0.36,41.59634012970168,4.142,DESTROYING,0.565,84.10107347829457,3.937,42.504733348592886,True
4.503,3,0.36,41.566226950275336,4.143,DESTROYING,0.566,84.28472928859861,3.937,42.718502338323276,True
4.504,3,0.36,41.53614283061056,4.144,DESTROYING,0.567,84.46847113644439,3.937,42.932328305833835,True
4.505,3,0.36,41.50608773566187,4.145,DESTROYING,0.568,84.65229892133114,3.937,43.146211185669266,True
4.506,3,0.36,41.476061630434394,4.146,DESTROYING,0.569,84.83621254300982,3.937,43.36015091257543,True
4.507,3,0.36,41.446064479983946,4.147,DESTROYING,0.57,85.02021190148295,3.937,43.574147421499006,True
4.508,3,0.36,41.41609624941688,4.148,DESTROYING,0.571,85.20429689700306,3.937,43.78820064758618,True
4.509,3,0.36,41.386156903889876,4.149,DESTROYING,0.572,85.38846743007178,3.937,44.00231052618191,True
4.51,3,0.36,41.35624640861013,4.15,DESTROYING,0.573,85.57272340143905,3.937,44.216476992828916,True
4.511,3,0.36,41.32636472883508,4.151,DESTROYING,0.574,85.75706471210107,3.937,44.43069998326599,True
4.512,3,0.36,41.29651182987225,4.152,DESTROYING,0.575,85.94149126330045,3.937,44.6449794334282,True
4.513,3,0.36,41.26668767707942,4.153,DESTROYING,0.576,86.12600295652462,3.937,44.8593152794452,True
4.514,3,0.36,41.23689223586426,4.154,DESTROYING,0.577,86.3105996935045,3.937,45.07370745764024,True
4.515,3,0.36,41.20712547168453,4.155,DESTROYING,0.578,86.49528137621428,3.937,45.28815590452975,True
4.516,3,0.36,41.177387350047745,4.156,DESTROYING,0.579,86.6800479068686,3.937,45.50266055682085,True
4.517,3,0.36,41.1476778365112,4.157,DESTROYING,0.58,86.86489918792391,3.937,45.71722135141271,True
4.518,3,0.36,41.11799689668186,4.158,DESTROYING,0.581,87.04983512207598,3.937,45.93183822539412,True
4.519,3,0.36,41.08834449621642,4.159,DESTROYING,0.582,87.23485561225888,3.937,46.14651111604246,True
4.52,3,0.36,41.058720600820905,4.16,DESTROYING,0.583,87.41996056164442,3.937,46.36123996082351,True
4.521,3,0.36,41.029125176250965,4.161,DESTROYING,0.584,87.60514987364093,3.937,46.57602469738996,True
4.522,3,0.36,40.999558188311454,4.162,DESTROYING,0.585,87.7904234518926,3.937,46.79086526358114,True
4.523,3,0.36,40.970019602856574,4.163,DESTROYING,0.586,87.97578120027724,3.937,47.005761597420666,True
4.524,3,0.36,40.940509385789774,4.164,DESTROYING,0.587,88.1612230229071,3.937,47.22071363711732,True
4.525,3,0.36,40.91102750306345,4.165,DESTROYING,0.588,88.34674882412682,3.937,47.43572132106337,True
4.526,3,0.36,40.88157392067915,4.166,DESTROYING,0.589,88.53235850851236,3.937,47.65078458783321,True
4.527,3,0.36,40.852148604687365,4.167,DESTROYING,0.59,88.71805198087083,3.937,47.86590337618346,True
4.528,3,0.36,40.82275152118738,4.168,DESTROYING,0.591,88.90382914623795,3.937,48.081077625050575,True
4.529,3,0.36,40.7933826363273,4.169,DESTROYING,0.592,89.08968990987908,3.937,48.29630727355178,True
4.53,3,0.36,40.76404191630387,4.17,DESTROYING,0.593,89.27563417728699,3.937,48.51159226098312,True
4.531,3,0.36,40.73472932736253,4.171,DESTROYING,0.594,89.4616618541812,3.937,48.72693252681867,True
4.532,3,0.36,40.70544483579725,4.172,DESTROYING,0.595,89.64777284650695,3.937,48.9423280107097,True
4.533,3,0.36,40.67618840795035,4.173,DESTROYING,0.596,89.8339670604345,3.937,49.157778652484154,True
4.534,3,0.36,40.64696001021262,4.174,DESTROYING,0.597,90.02024440235823,3.937,49.373284392145614,True
4.535,3,0.36,40.617759609023146,4.175,DESTROYING,0.598,90.20660477889476,3.937,49.58884516987161,True
4.536,3,0.36,40.58858717086911,4.176,DESTROYING,0.599,90.39304809688359,3.937,49.80446092601448,True
4.537,3,0.36,40.55944266228596,4.177,DESTROYING,0.6,90.57957426338518,3.937,50.02013160109922,True
4.538,3,0.36,40.530326049857074,4.178,DESTROYING,0.601,90.76618318568,3.937,50.23585713582293,True
4.539,3,0.36,40.50123730021388,4.179,DESTROYING,0.602,90.95287477126844,3.937,50.45163747105456,True
4.54,3,0.36,40.47217638003568,4.18,DESTROYING,0.603,91.13964892786835,3.937,50.66747254783267,True
4.541,3,0.36,40.443143256049474,4.181,DESTROYING,0.604,91.32650556341596,3.937,50.88336230736649,True
4.542,3,0.36,40.414137895030166,4.182,DESTROYING,0.605,91.51344458606376,3.937,51.09930669103359,True
4.543,3,0.36,40.385160263800216,4.183,DESTROYING,0.606,91.70046590418022,3.937,51.315305640380004,True
4.544,3,0.36,40.35621032922957,4.184,DESTROYING,0.607,91.88756942634846,3.937,51.531359097118894,True
4.545,3,0.36,40.327288058235844,4.185,DESTROYING,0.608,92.07475506136575,3.937,51.747467003129906,True
4.546,3,0.36,40.29839341778387,4.186,DESTROYING,0.609,92.26202271824266,3.937,51.96362930045879,True
4.547,3,0.36,40.269526374885935,4.187,DESTROYING,0.61,92.4493723062013,3.937,52.17984593131536,True
4.548,3,0.36,40.24068689660155,4.188,DESTROYING,0.611,92.63680373467587,3.937,52.39611683807431,True
4.549,3,0.36,40.21187495003736,4.189,DESTROYING,0.612,92.82431691331095,3.937,52.61244196327359,True
4.55,3,0.36,40.18309050234715,4.19,DESTROYING,0.613,93.01191175196062,3.937,52.828821249613476,True
4.551,3,0.36,40.154333520731676,4.191,DESTROYING,0.614,93.19958816068814,3.937,53.04525463995646,True
4.552,3,0.36,40.12560397243863,4.192,DESTROYING,0.615,93.38734604976409,3.937,53.26174207732546,True
4.553,3,0.36,40.096901824762625,4.193,DESTROYING,0.616,93.5751853296669,3.937,53.47828350490427,True
4.554,3,0.36,40.06822704504492,4.194,DESTROYING,0.617,93.76310591108093,3.937,53.69487886603601,True
4.555,3,0.36,40.039579600673626,4.195,DESTROYING,0.618,93.95110770489622,3.937,53.91152810422259,True
4.556,3,0.36,40.01095945908339,4.196,DESTROYING,0.619,94.1391906222073,3.937,54.12823116312391,True
4.557,3,0.36,39.98236658775538,4.197,DESTROYING,0.62,94.32735457431262,3.937,54.34498798655724,True
4.558,3,0.36,39.95380095421732,4.198,DESTROYING,0.621,94.51559947271397,3.937,54.56179851849665,True
4.559,3,0.36,39.925262526043255,4.199,DESTROYING,0.622,94.70392522911456,3.937,54.778662703071305,True
4.56,3,0.36,39.89675127085353,4.2,DESTROYING,0.623,94.8923317554196,3.937,54.99558048456608,True
4.561,3,0.36,39.86826715631479,4.201,DESTROYING,0.624,95.08081896373487,3.937,55.21255180742008,True
4.562,3,0.36,39.83981015013977,4.202,DESTROYING,0.625,95.26938676636584,3.937,55.42957661622607,True
4.563,3,0.36,39.81138022008733,4.203,DESTROYING,0.626,95.45803507581736,3.937,55.646654855730034,True
4.564,3,0.36,39.78297733396235,4.204,DESTROYING,0.627,95.6467638047916,3.937,55.863786470829254,True
4.565,3,0.36,39.75460145961555,4.205,DESTROYING,0.628,95.83557286618908,3.937,56.08097140657353,True
4.566,3,0.36,39.72625256494357,4.206,DESTROYING,0.629,96.02446217310656,3.937,56.298209608162985,True
4.567,3,0.36,39.697930617888886,4.207,DESTROYING,0.63,96.21343163883682,3.937,56.51550102094794,True
4.568,3,0.36,39.669635586439504,4.208,DESTROYING,0.631,96.4024811768677,3.937,56.73284559042819,True
4.569,3,0.36,39.64136743862921,4.209,DESTROYING,0.632,96.59161070088145,3.937,56.950243262252236,True
4.57,3,0.36,39.61312614253726,4.21,DESTROYING,0.633,96.780820124754,3.937,57.16769398221674,True
4.571,3,0.36,39.58491166628836,4.211,DESTROYING,0.634,96.97010936255371,3.937,57.38519769626535,True
4.572,3,0.36,39.55672397805272,4.212,DESTROYING,0.635,97.15947832854134,3.937,57.60275435048862,True
4.573,3,0.36,39.528563046045726,4.213,DESTROYING,0.636,97.34892693716898,3.937,57.82036389112326,True
4.574,3,0.36,39.500428838528094,4.214,DESTROYING,0.637,97.53845510307913,3.937,58.038026264551036,True
4.575,3,0.36,39.47232132380577,4.215,DESTROYING,0.638,97.7280627411045,3.937,58.25574141729872,True
4.576,3,0.36,39.44424047022963,4.216,DESTROYING,0.639,97.91774976626631,3.937,58.47350929603668,True
4.577,3,0.36,39.41618624619572,4.217,DESTROYING,0.64,98.10751609377455,3.937,58.69132984757883,True
4.578,3,0.36,39.38815862014494,4.218,DESTROYING,0.641,98.29736163902679,3.937,58.90920301888185,True
4.579,3,0.36,39.360157560563124,4.219,DESTROYING,0.642,98.48728631760744,3.937,59.12712875704432,True
4.58,3,0.36,39.33218303598084,4.22,DESTROYING,0.643,98.67729004528717,3.937,59.345107009306325,True
4.581,3,0.36,39.30423501497342,4.221,DESTROYING,0.644,98.86737273802214,3.937,59.56313772304872,True
4.582,3,0.36,39.27631346616083,4.222,DESTROYING,0.645,99.05753431195335,3.937,59.78122084579252,True
4.583,3,0.36,39.248418358207665,4.223,DESTROYING,0.646,99.24777468340528,3.937,59.99935632519762,True
4.584,3,0.36,39.22054965982289,4.224,DESTROYING,0.647,99.43809376888645,3.937,60.21754410906355,True
4.585,3,0.36,39.19270733976004,4.225,DESTROYING,0.648,99.62849148508762,3.937,60.43578414532758,True
4.586,3,0.36,39.16489136681687,4.226,DESTROYING,0.649,99.81896774888176,3.937,60.65407638206489,True
