start_state_mm,policy,step,remaining_passes_before,state_before_mm,selected_action_mm,immediate_deflection_um,selected_action_class,successor_mm,remaining_passes_after,step_status,failure_detail
4.542,MYOPIC,3,1,3.822,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
4.543,MYOPIC,1,3,4.543,0.36,40.385160263800216,DESTROYING,4.183,2,CONTINUE,
4.543,MYOPIC,2,2,4.183,0.36,52.90205106050394,DESTROYING,3.823,1,CONTINUE,
4.543,MYOPIC,3,1,3.823,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
4.544,MYOPIC,1,3,4.544,0.36,40.35621032922957,DESTROYING,4.184,2,CONTINUE,
4.544,MYOPIC,2,2,4.184,0.36,52.86055925764199,DESTROYING,3.824,1,CONTINUE,
4.544,MYOPIC,3,1,3.824,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
4.545,MYOPIC,1,3,4.545,0.36,40.327288058235844,DESTROYING,4.185,2,CONTINUE,
4.545,MYOPIC,2,2,4.185,0.36,52.81911083355733,DESTROYING,3.825,1,CONTINUE,
4.545,MYOPIC,3,1,3.825,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
4.546,MYOPIC,1,3,4.546,0.36,40.29839341778387,DESTROYING,4.186,2,CONTINUE,
4.546,MYOPIC,2,2,4.186,0.36,52.777705731575345,DESTROYING,3.826,1,CONTINUE,
4.546,MYOPIC,3,1,3.826,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
4.547,MYOPIC,1,3,4.547,0.36,40.269526374885935,DESTROYING,4.187,2,CONTINUE,
4.547,MYOPIC,2,2,4.187,0.36,52.73634389511021,DESTROYING,3.827,1,CONTINUE,
4.547,MYOPIC,3,1,3.827,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
4.548,MYOPIC,1,3,4.548,0.36,40.24068689660155,DESTROYING,4.188,2,CONTINUE,
4.548,MYOPIC,2,2,4.188,0.36,52.69502526766479,DESTROYING,3.828,1,CONTINUE,
4.548,MYOPIC,3,1,3.828,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
4.549,MYOPIC,1,3,4.549,0.36,40.21187495003736,DESTROYING,4.189,2,CONTINUE,
4.549,MYOPIC,2,2,4.189,0.36,52.65374979283043,DESTROYING,3.829,1,CONTINUE,
4.549,MYOPIC,3,1,3.829,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
4.55,MYOPIC,1,3,4.55,0.36,40.18309050234715,DESTROYING,4.19,2,CONTINUE,
4.55,MYOPIC,2,2,4.19,0.36,52.612517414286856,DESTROYING,3.83,1,CONTINUE,
4.55,MYOPIC,3,1,3.83,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
4.551,MYOPIC,1,3,4.551,0.36,40.154333520731676,DESTROYING,4.191,2,CONTINUE,
4.551,MYOPIC,2,2,4.191,0.36,52.571328075801944,DESTROYING,3.831,1,CONTINUE,
4.551,MYOPIC,3,1,3.831,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
4.552,MYOPIC,1,3,4.552,0.36,40.12560397243863,DESTROYING,4.192,2,CONTINUE,
4.552,MYOPIC,2,2,4.192,0.36,52.530181721231614,DESTROYING,3.832,1,CONTINUE,
4.552,MYOPIC,3,1,3.832,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
4.553,MYOPIC,1,3,4.553,0.36,40.096901824762625,DESTROYING,4.193,2,CONTINUE,
4.553,MYOPIC,2,2,4.193,0.36,52.48907829451962,DESTROYING,3.833,1,CONTINUE,
4.553,MYOPIC,3,1,3.833,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
4.554,MYOPIC,1,3,4.554,0.36,40.06822704504492,DESTROYING,4.194,2,CONTINUE,
4.554,MYOPIC,2,2,4.194,0.36,52.44801773969748,DESTROYING,3.834,1,CONTINUE,
4.554,MYOPIC,3,1,3.834,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
4.555,MYOPIC,1,3,4.555,0.36,40.039579600673626,DESTROYING,4.195,2,CONTINUE,
4.555,MYOPIC,2,2,4.195,0.36,52.4070000008842,DESTROYING,3.835,1,CONTINUE,
4.555,MYOPIC,3,1,3.835,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
4.556,MYOPIC,1,3,4.556,0.36,40.01095945908339,DESTROYING,4.196,2,CONTINUE,
4.556,MYOPIC,2,2,4.196,0.36,52.36602502228619,DESTROYING,3.836,1,CONTINUE,
4.556,MYOPIC,3,1,3.836,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
4.557,MYOPIC,1,3,4.557,0.36,39.98236658775538,DESTROYING,4.197,2,CONTINUE,
4.557,MYOPIC,2,2,4.197,0.36,52.325092748197044,DESTROYING,3.837,1,CONTINUE,
4.557,MYOPIC,3,1,3.837,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
4.558,MYOPIC,1,3,4.558,0.36,39.95380095421732,DESTROYING,4.198,2,CONTINUE,
4.558,MYOPIC,2,2,4.198,0.36,52.284203122997496,DESTROYING,3.838,1,CONTINUE,
4.558,MYOPIC,3,1,3.838,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
4.559,MYOPIC,1,3,4.559,0.36,39.925262526043255,DESTROYING,4.199,2,CONTINUE,
4.559,MYOPIC,2,2,4.199,0.36,52.24335609115513,DESTROYING,3.839,1,CONTINUE,
4.559,MYOPIC,3,1,3.839,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
4.56,MYOPIC,1,3,4.56,0.36,39.89675127085353,DESTROYING,4.2,2,CONTINUE,
4.56,MYOPIC,2,2,4.2,0.36,52.20255159722428,DESTROYING,3.84,1,CONTINUE,
4.56,MYOPIC,3,1,3.84,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
4.561,MYOPIC,1,3,4.561,0.36,39.86826715631479,DESTROYING,4.201,2,CONTINUE,
4.561,MYOPIC,2,2,4.201,0.36,52.16178958584585,DESTROYING,3.841,1,CONTINUE,
4.561,MYOPIC,3,1,3.841,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
4.562,MYOPIC,1,3,4.562,0.36,39.83981015013977,DESTROYING,4.202,2,CONTINUE,
4.562,MYOPIC,2,2,4.202,0.36,52.12107000174724,DESTROYING,3.842,1,CONTINUE,
4.562,MYOPIC,3,1,3.842,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
4.563,MYOPIC,1,3,4.563,0.36,39.81138022008733,DESTROYING,4.203,2,CONTINUE,
4.563,MYOPIC,2,2,4.203,0.36,52.0803927897421,DESTROYING,3.843,1,CONTINUE,
4.563,MYOPIC,3,1,3.843,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
4.564,MYOPIC,1,3,4.564,0.36,39.78297733396235,DESTROYING,4.204,2,CONTINUE,
4.564,MYOPIC,2,2,4.204,0.36,52.03975789473015,DESTROYING,3.844,1,CONTINUE,
4.564,MYOPIC,3,1,3.844,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
4.565,MYOPIC,1,3,4.565,0.36,39.75460145961555,DESTROYING,4.205,2,CONTINUE,
4.565,MYOPIC,2,2,4.205,0.36,51.99916526169709,DESTROYING,3.845,1,CONTINUE,
4.565,MYOPIC,3,1,3.845,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
4.566,MYOPIC,1,3,4.566,0.36,39.72625256494357,DESTROYING,4.206,2,CONTINUE,
4.566,MYOPIC,2,2,4.206,0.36,51.95861483571447,DESTROYING,3.846,1,CONTINUE,
4.566,MYOPIC,3,1,3.846,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
4.567,MYOPIC,1,3,4.567,0.36,39.697930617888886,DESTROYING,4.207,2,CONTINUE,
4.567,MYOPIC,2,2,4.207,0.36,51.91810656193943,DESTROYING,3.847,1,CONTINUE,
4.567,MYOPIC,3,1,3.847,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
4.568,MYOPIC,1,3,4.568,0.36,39.669635586439504,DESTROYING,4.208,2,CONTINUE,
4.568,MYOPIC,2,2,4.208,0.36,51.87764038561463,DESTROYING,3.848,1,CONTINUE,
4.568,MYOPIC,3,1,3.848,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
4.569,MYOPIC,1,3,4.569,0.36,39.64136743862921,DESTROYING,4.209,2,CONTINUE,
4.569,MYOPIC,2,2,4.209,0.36,51.83721625206807,DESTROYING,3.849,1,CONTINUE,
4.569,MYOPIC,3,1,3.849,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
4.57,MYOPIC,1,3,4.57,0.36,39.61312614253726,DESTROYING,4.21,2,CONTINUE,
4.57,MYOPIC,2,2,4.21,0.36,51.79683410671292,DESTROYING,3.85,1,CONTINUE,
4.57,MYOPIC,3,1,3.85,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
4.571,MYOPIC,1,3,4.571,0.36,39.58491166628836,DESTROYING,4.211,2,CONTINUE,
4.571,MYOPIC,2,2,4.211,0.36,51.756493895047356,DESTROYING,3.851,1,CONTINUE,
4.571,MYOPIC,3,1,3.851,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
4.572,MYOPIC,1,3,4.572,0.36,39.55672397805272,DESTROYING,4.212,2,CONTINUE,
4.572,MYOPIC,2,2,4.212,0.36,51.71619556265447,DESTROYING,3.852,1,CONTINUE,
4.572,MYOPIC,3,1,3.852,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
4.573,MYOPIC,1,3,4.573,0.36,39.528563046045726,DESTROYING,4.213,2,CONTINUE,
4.573,MYOPIC,2,2,4.213,0.36,51.675939055202036,DESTROYING,3.853,1,CONTINUE,
4.573,MYOPIC,3,1,3.853,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
4.574,MYOPIC,1,3,4.574,0.36,39.500428838528094,DESTROYING,4.214,2,CONTINUE,
4.574,MYOPIC,2,2,4.214,0.36,51.63572431844241,DESTROYING,3.854,1,CONTINUE,
4.574,MYOPIC,3,1,3.854,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
4.575,MYOPIC,1,3,4.575,0.36,39.47232132380577,DESTROYING,4.215,2,CONTINUE,
4.575,MYOPIC,2,2,4.215,0.36,51.59555129821238,DESTROYING,3.855,1,CONTINUE,
4.575,MYOPIC,3,1,3.855,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
4.576,MYOPIC,1,3,4.576,0.36,39.44424047022963,DESTROYING,4.216,2,CONTINUE,
4.576,MYOPIC,2,2,4.216,0.36,51.55541994043291,DESTROYING,3.856,1,CONTINUE,
4.576,MYOPIC,3,1,3.856,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
4.577,MYOPIC,1,3,4.577,0.36,39.41618624619572,DESTROYING,4.217,2,CONTINUE,
4.577,MYOPIC,2,2,4.217,0.36,51.515330191109136,DESTROYING,3.857,1,CONTINUE,
4.577,MYOPIC,3,1,3.857,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
4.578,MYOPIC,1,3,4.578,0.36,39.38815862014494,DESTROYING,4.218,2,CONTINUE,
4.578,MYOPIC,2,2,4.218,0.36,51.475281996330175,DESTROYING,3.858,1,CONTINUE,
4.578,MYOPIC,3,1,3.858,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
4.579,MYOPIC,1,3,4.579,0.36,39.360157560563124,DESTROYING,4.219,2,CONTINUE,
4.579,MYOPIC,2,2,4.219,0.36,51.43527530226886,DESTROYING,3.859,1,CONTINUE,
4.579,MYOPIC,3,1,3.859,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
4.58,MYOPIC,1,3,4.58,0.36,39.33218303598084,DESTROYING,4.22,2,CONTINUE,
4.58,MYOPIC,2,2,4.22,0.36,51.39531005518171,DESTROYING,3.86,1,CONTINUE,
4.58,MYOPIC,3,1,3.86,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
4.581,MYOPIC,1,3,4.581,0.36,39.30423501497342,DESTROYING,4.221,2,CONTINUE,
4.581,MYOPIC,2,2,4.221,0.36,51.35538620140876,DESTROYING,3.861,1,CONTINUE,
4.581,MYOPIC,3,1,3.861,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
4.582,MYOPIC,1,3,4.582,0.36,39.27631346616083,DESTROYING,4.222,2,CONTINUE,
4.582,MYOPIC,2,2,4.222,0.36,51.315503687373365,DESTROYING,3.862,1,CONTINUE,
4.582,MYOPIC,3,1,3.862,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
4.583,MYOPIC,1,3,4.583,0.36,39.248418358207665,DESTROYING,4.223,2,CONTINUE,
4.583,MYOPIC,2,2,4.223,0.36,51.275662459582094,DESTROYING,3.863,1,CONTINUE,
4.583,MYOPIC,3,1,3.863,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
4.584,MYOPIC,1,3,4.584,0.36,39.22054965982289,DESTROYING,4.224,2,CONTINUE,
4.584,MYOPIC,2,2,4.224,0.36,51.2358624646245,DESTROYING,3.864,1,CONTINUE,
4.584,MYOPIC,3,1,3.864,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
4.585,MYOPIC,1,3,4.585,0.36,39.19270733976004,DESTROYING,4.225,2,CONTINUE,
4.585,MYOPIC,2,2,4.225,0.36,51.196103649173104,DESTROYING,3.865,1,CONTINUE,
4.585,MYOPIC,3,1,3.865,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
4.586,MYOPIC,1,3,4.586,0.36,39.16489136681687,DESTROYING,4.226,2,CONTINUE,
4.586,MYOPIC,2,2,4.226,0.36,51.15638595998316,DESTROYING,3.866,1,CONTINUE,
4.586,MYOPIC,3,1,3.866,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
4.18,RPRA,1,3,4.18,0.36,53.026787309836045,PRESERVING,3.82,2,CONTINUE,
4.18,RPRA,2,2,3.82,0.36,71.36037244201924,PRESERVING,3.46,1,CONTINUE,
4.18,RPRA,3,1,3.46,0.36,99.22025135628195,PRESERVING,3.1,0,TERMINAL_REACHED,
4.181,RPRA,1,3,4.181,0.36,52.985165029703495,PRESERVING,3.821,2,CONTINUE,
4.181,RPRA,2,2,3.821,0.36,71.29853503433206,PRESERVING,3.461,1,CONTINUE,
4.181,RPRA,3,1,3.461,0.361,99.55498849452039,PRESERVING,3.1,0,TERMINAL_REACHED,
4.182,RPRA,1,3,4.182,0.36,52.943586298906844,PRESERVING,3.822,2,CONTINUE,
4.182,RPRA,2,2,3.822,0.36,71.23676905304204,PRESERVING,3.462,1,CONTINUE,
4.182,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.183,RPRA,1,3,4.183,0.36,52.90205106050394,PRESERVING,3.823,2,CONTINUE,
4.183,RPRA,2,2,3.823,0.361,71.47709894421054,PRESERVING,3.462,1,CONTINUE,
4.183,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.184,RPRA,1,3,4.184,0.36,52.86055925764199,PRESERVING,3.824,2,CONTINUE,
4.184,RPRA,2,2,3.824,0.362,71.71759698697313,PRESERVING,3.462,1,CONTINUE,
4.184,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.185,RPRA,1,3,4.185,0.36,52.81911083355733,PRESERVING,3.825,2,CONTINUE,
4.185,RPRA,2,2,3.825,0.363,71.9582628990056,PRESERVING,3.462,1,CONTINUE,
4.185,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.186,RPRA,1,3,4.186,0.36,52.777705731575345,PRESERVING,3.826,2,CONTINUE,
4.186,RPRA,2,2,3.826,0.364,72.19909639911492,PRESERVING,3.462,1,CONTINUE,
4.186,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.187,RPRA,1,3,4.187,0.36,52.73634389511021,PRESERVING,3.827,2,CONTINUE,
4.187,RPRA,2,2,3.827,0.365,72.44009720723156,PRESERVING,3.462,1,CONTINUE,
4.187,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.188,RPRA,1,3,4.188,0.36,52.69502526766479,PRESERVING,3.828,2,CONTINUE,
4.188,RPRA,2,2,3.828,0.366,72.68126504440183,PRESERVING,3.462,1,CONTINUE,
4.188,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.189,RPRA,1,3,4.189,0.36,52.65374979283043,PRESERVING,3.829,2,CONTINUE,
4.189,RPRA,2,2,3.829,0.367,72.92259963278052,PRESERVING,3.462,1,CONTINUE,
4.189,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.19,RPRA,1,3,4.19,0.36,52.612517414286856,PRESERVING,3.83,2,CONTINUE,
4.19,RPRA,2,2,3.83,0.368,73.1641006956221,PRESERVING,3.462,1,CONTINUE,
4.19,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.191,RPRA,1,3,4.191,0.36,52.571328075801944,PRESERVING,3.831,2,CONTINUE,
4.191,RPRA,2,2,3.831,0.369,73.4057679572754,PRESERVING,3.462,1,CONTINUE,
4.191,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.192,RPRA,1,3,4.192,0.36,52.530181721231614,PRESERVING,3.832,2,CONTINUE,
4.192,RPRA,2,2,3.832,0.37,73.64760114317465,PRESERVING,3.462,1,CONTINUE,
4.192,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.193,RPRA,1,3,4.193,0.36,52.48907829451962,PRESERVING,3.833,2,CONTINUE,
4.193,RPRA,2,2,3.833,0.371,73.88959997983315,PRESERVING,3.462,1,CONTINUE,
4.193,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.194,RPRA,1,3,4.194,0.36,52.44801773969748,PRESERVING,3.834,2,CONTINUE,
4.194,RPRA,2,2,3.834,0.372,74.13176419483511,PRESERVING,3.462,1,CONTINUE,
4.194,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.195,RPRA,1,3,4.195,0.36,52.4070000008842,PRESERVING,3.835,2,CONTINUE,
4.195,RPRA,2,2,3.835,0.373,74.37409351682855,PRESERVING,3.462,1,CONTINUE,
4.195,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.196,RPRA,1,3,4.196,0.36,52.36602502228619,PRESERVING,3.836,2,CONTINUE,
4.196,RPRA,2,2,3.836,0.374,74.61658767551941,PRESERVING,3.462,1,CONTINUE,
4.196,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.197,RPRA,1,3,4.197,0.36,52.325092748197044,PRESERVING,3.837,2,CONTINUE,
4.197,RPRA,2,2,3.837,0.375,74.85924640166341,PRESERVING,3.462,1,CONTINUE,
4.197,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.198,RPRA,1,3,4.198,0.36,52.284203122997496,PRESERVING,3.838,2,CONTINUE,
4.198,RPRA,2,2,3.838,0.376,75.10206942705908,PRESERVING,3.462,1,CONTINUE,
4.198,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.199,RPRA,1,3,4.199,0.36,52.24335609115513,PRESERVING,3.839,2,CONTINUE,
4.199,RPRA,2,2,3.839,0.377,75.34505648454163,PRESERVING,3.462,1,CONTINUE,
4.199,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.2,RPRA,1,3,4.2,0.36,52.20255159722428,PRESERVING,3.84,2,CONTINUE,
4.2,RPRA,2,2,3.84,0.378,75.58820730797513,PRESERVING,3.462,1,CONTINUE,
4.2,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.201,RPRA,1,3,4.201,0.36,52.16178958584585,PRESERVING,3.841,2,CONTINUE,
4.201,RPRA,2,2,3.841,0.379,75.83152163224709,PRESERVING,3.462,1,CONTINUE,
4.201,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.202,RPRA,1,3,4.202,0.36,52.12107000174724,PRESERVING,3.842,2,CONTINUE,
4.202,RPRA,2,2,3.842,0.38,76.07499919325944,PRESERVING,3.462,1,CONTINUE,
4.202,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.203,RPRA,1,3,4.203,0.36,52.0803927897421,PRESERVING,3.843,2,CONTINUE,
4.203,RPRA,2,2,3.843,0.381,76.31863972792435,PRESERVING,3.462,1,CONTINUE,
4.203,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.204,RPRA,1,3,4.204,0.36,52.03975789473015,PRESERVING,3.844,2,CONTINUE,
4.204,RPRA,2,2,3.844,0.382,76.56244297415681,PRESERVING,3.462,1,CONTINUE,
4.204,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.205,RPRA,1,3,4.205,0.36,51.99916526169709,PRESERVING,3.845,2,CONTINUE,
4.205,RPRA,2,2,3.845,0.383,76.80640867086727,PRESERVING,3.462,1,CONTINUE,
4.205,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.206,RPRA,1,3,4.206,0.36,51.95861483571447,PRESERVING,3.846,2,CONTINUE,
4.206,RPRA,2,2,3.846,0.384,77.05053655795668,PRESERVING,3.462,1,CONTINUE,
4.206,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.207,RPRA,1,3,4.207,0.36,51.91810656193943,PRESERVING,3.847,2,CONTINUE,
4.207,RPRA,2,2,3.847,0.385,77.29482637630773,PRESERVING,3.462,1,CONTINUE,
4.207,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.208,RPRA,1,3,4.208,0.36,51.87764038561463,PRESERVING,3.848,2,CONTINUE,
4.208,RPRA,2,2,3.848,0.386,77.53927786778114,PRESERVING,3.462,1,CONTINUE,
4.208,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.209,RPRA,1,3,4.209,0.36,51.83721625206807,PRESERVING,3.849,2,CONTINUE,
4.209,RPRA,2,2,3.849,0.387,77.78389077520825,PRESERVING,3.462,1,CONTINUE,
4.209,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.21,RPRA,1,3,4.21,0.36,51.79683410671292,PRESERVING,3.85,2,CONTINUE,
4.21,RPRA,2,2,3.85,0.388,78.02866484238417,PRESERVING,3.462,1,CONTINUE,
4.21,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.211,RPRA,1,3,4.211,0.36,51.756493895047356,PRESERVING,3.851,2,CONTINUE,
4.211,RPRA,2,2,3.851,0.389,78.27359981406256,PRESERVING,3.462,1,CONTINUE,
4.211,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.212,RPRA,1,3,4.212,0.36,51.71619556265447,PRESERVING,3.852,2,CONTINUE,
4.212,RPRA,2,2,3.852,0.39,78.51869543594911,PRESERVING,3.462,1,CONTINUE,
4.212,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.213,RPRA,1,3,4.213,0.36,51.675939055202036,PRESERVING,3.853,2,CONTINUE,
4.213,RPRA,2,2,3.853,0.391,78.76395145469552,PRESERVING,3.462,1,CONTINUE,
4.213,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.214,RPRA,1,3,4.214,0.36,51.63572431844241,PRESERVING,3.854,2,CONTINUE,
4.214,RPRA,2,2,3.854,0.392,79.00936761789256,PRESERVING,3.462,1,CONTINUE,
4.214,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.215,RPRA,1,3,4.215,0.36,51.59555129821238,PRESERVING,3.855,2,CONTINUE,
4.215,RPRA,2,2,3.855,0.393,79.25494367406611,PRESERVING,3.462,1,CONTINUE,
4.215,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.216,RPRA,1,3,4.216,0.36,51.55541994043291,PRESERVING,3.856,2,CONTINUE,
4.216,RPRA,2,2,3.856,0.394,79.5006793726696,PRESERVING,3.462,1,CONTINUE,
4.216,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.217,RPRA,1,3,4.217,0.36,51.515330191109136,PRESERVING,3.857,2,CONTINUE,
4.217,RPRA,2,2,3.857,0.395,79.74657446407866,PRESERVING,3.462,1,CONTINUE,
4.217,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.218,RPRA,1,3,4.218,0.36,51.475281996330175,PRESERVING,3.858,2,CONTINUE,
4.218,RPRA,2,2,3.858,0.396,79.99262869958605,PRESERVING,3.462,1,CONTINUE,
4.218,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.219,RPRA,1,3,4.219,0.36,51.43527530226886,PRESERVING,3.859,2,CONTINUE,
4.219,RPRA,2,2,3.859,0.397,80.23884183139366,PRESERVING,3.462,1,CONTINUE,
4.219,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.22,RPRA,1,3,4.22,0.36,51.39531005518171,PRESERVING,3.86,2,CONTINUE,
4.22,RPRA,2,2,3.86,0.398,80.48521361260941,PRESERVING,3.462,1,CONTINUE,
4.22,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.221,RPRA,1,3,4.221,0.36,51.35538620140876,PRESERVING,3.861,2,CONTINUE,
4.221,RPRA,2,2,3.861,0.399,80.73174379724045,PRESERVING,3.462,1,CONTINUE,
4.221,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.222,RPRA,1,3,4.222,0.36,51.315503687373365,PRESERVING,3.862,2,CONTINUE,
4.222,RPRA,2,2,3.862,0.4,80.9784321401875,PRESERVING,3.462,1,CONTINUE,
4.222,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.223,RPRA,1,3,4.223,0.36,51.275662459582094,PRESERVING,3.863,2,CONTINUE,
4.223,RPRA,2,2,3.863,0.401,81.22527839723925,PRESERVING,3.462,1,CONTINUE,
4.223,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.224,RPRA,1,3,4.224,0.36,51.2358624646245,PRESERVING,3.864,2,CONTINUE,
4.224,RPRA,2,2,3.864,0.402,81.47228232506728,PRESERVING,3.462,1,CONTINUE,
4.224,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.225,RPRA,1,3,4.225,0.36,51.196103649173104,PRESERVING,3.865,2,CONTINUE,
4.225,RPRA,2,2,3.865,0.403,81.71944368122044,PRESERVING,3.462,1,CONTINUE,
4.225,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
