state_order,state_mm,rpra_action_mm,online_action_mm,rpra_immediate_deflection_um,online_immediate_deflection_um,rpra_successor_mm,online_successor_mm,rpra_selected_continuous_status,online_selected_continuous_status,online_discrete_class,exact_action_agreement,signed_action_delta_um_online_minus_rpra,absolute_action_difference_um,immediate_deflection_delta_um_rpra_minus_online,disagreement_classification
175,4.355,0.418,0.418,58.099797046216175,58.099797046216175,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
176,4.356,0.419,0.419,58.2695482715305,58.2695482715305,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
177,4.357,0.42,0.42,58.43940382742213,58.43940382742213,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
178,4.358,0.421,0.421,58.60936355916921,58.60936355916921,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
179,4.359,0.422,0.422,58.779427312581106,58.779427312581106,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
180,4.36,0.423,0.423,58.94959493399635,58.94959493399635,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
181,4.361,0.424,0.424,59.11986627027841,59.11986627027841,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
182,4.362,0.425,0.425,59.29024116881337,59.29024116881337,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
183,4.363,0.426,0.426,59.46071947750633,59.46071947750633,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
184,4.364,0.427,0.427,59.631301044778965,59.631301044778965,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
185,4.365,0.428,0.428,59.801985719565394,59.801985719565394,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
186,4.366,0.429,0.429,59.97277335131068,59.97277335131068,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
187,4.367,0.43,0.43,60.143663789966915,60.143663789966915,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
188,4.368,0.431,0.431,60.314656885990615,60.314656885990615,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
189,4.369,0.432,0.432,60.48575249033971,60.48575249033971,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
190,4.37,0.433,0.433,60.6569504544708,60.6569504544708,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
191,4.371,0.434,0.434,60.82825063033564,60.82825063033564,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
192,4.372,0.435,0.435,60.99965287037934,60.99965287037934,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
193,4.373,0.436,0.436,61.171157027537035,61.171157027537035,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
194,4.374,0.437,0.437,61.34276295523092,61.34276295523092,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
195,4.375,0.438,0.438,61.51447050736772,61.51447050736772,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
196,4.376,0.439,0.439,61.68627953833612,61.68627953833612,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
197,4.377,0.44,0.44,61.8581899030031,61.8581899030031,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
198,4.378,0.441,0.441,62.030201456712646,62.030201456712646,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
199,4.379,0.442,0.442,62.20231405528202,62.20231405528202,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
200,4.38,0.443,0.443,62.374527554999446,62.374527554999446,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
201,4.381,0.444,0.444,62.54684181262163,62.54684181262163,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
202,4.382,0.445,0.445,62.7192566853709,62.7192566853709,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
203,4.383,0.446,0.446,62.89177203093203,62.89177203093203,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
204,4.384,0.447,0.447,63.06438770745129,63.06438770745129,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
205,4.385,0.448,0.448,63.23710357353214,63.23710357353214,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
206,4.386,0.449,0.449,63.409919488233896,63.409919488233896,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
207,4.387,0.45,0.45,63.582835311068465,63.582835311068465,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
208,4.388,0.451,0.451,63.75585090199845,63.75585090199845,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
209,4.389,0.452,0.452,63.92896612143363,63.92896612143363,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
210,4.39,0.453,0.453,64.10218083023004,64.10218083023004,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
211,4.391,0.454,0.454,64.27549488968609,64.27549488968609,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
212,4.392,0.455,0.455,64.44890816154124,64.44890816154124,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
213,4.393,0.456,0.456,64.62242050797275,64.62242050797275,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
214,4.394,0.457,0.457,64.79603179159405,64.79603179159405,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
215,4.395,0.458,0.458,64.96974187545112,64.96974187545112,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
216,4.396,0.459,0.459,65.14355062302187,65.14355062302187,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
217,4.397,0.46,0.46,65.31745789821242,65.31745789821242,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
218,4.398,0.461,0.461,65.49146356535569,65.49146356535569,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
219,4.399,0.462,0.462,65.6655674892083,65.6655674892083,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
220,4.4,0.463,0.463,65.83976953494917,65.83976953494917,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
221,4.401,0.464,0.464,66.01406956817586,66.01406956817586,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
222,4.402,0.465,0.465,66.18846745490411,66.18846745490411,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
223,4.403,0.466,0.466,66.36296306156447,66.36296306156447,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
224,4.404,0.467,0.467,66.53755625500033,66.53755625500033,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
225,4.405,0.468,0.468,66.71224690246572,66.71224690246572,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
226,4.406,0.469,0.469,66.8870348716235,66.8870348716235,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
227,4.407,0.47,0.47,67.06192003054181,67.06192003054181,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
228,4.408,0.471,0.471,67.2369022476942,67.2369022476942,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
229,4.409,0.472,0.472,67.41198139195559,67.41198139195559,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
230,4.41,0.473,0.473,67.58715733260098,67.58715733260098,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
231,4.411,0.474,0.474,67.76242993930329,67.76242993930329,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
232,4.412,0.475,0.475,67.93779908213101,67.93779908213101,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
233,4.413,0.476,0.476,68.11326463154663,68.11326463154663,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
234,4.414,0.477,0.477,68.28882645840352,68.28882645840352,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
235,4.415,0.478,0.478,68.46448443394532,68.46448443394532,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
236,4.416,0.479,0.479,68.64023842980316,68.64023842980316,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
237,4.417,0.48,0.48,68.81608831799328,68.81608831799328,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
238,4.418,0.481,0.481,68.99203397091617,68.99203397091617,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
239,4.419,0.482,0.482,69.16807526135294,69.16807526135294,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
240,4.42,0.483,0.483,69.34421206246495,69.34421206246495,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
241,4.421,0.484,0.484,69.52044424779127,69.52044424779127,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
242,4.422,0.485,0.485,69.69677169124638,69.69677169124638,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
243,4.423,0.486,0.486,69.87319426711854,69.87319426711854,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
244,4.424,0.487,0.487,70.04971185006823,70.04971185006823,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
245,4.425,0.488,0.488,70.22632431512572,70.22632431512572,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
246,4.426,0.489,0.489,70.40303153768883,70.40303153768883,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
247,4.427,0.49,0.49,70.57983339352239,70.57983339352239,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
248,4.428,0.491,0.491,70.75672975875528,70.75672975875528,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
249,4.429,0.492,0.492,70.93372050987885,70.93372050987885,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
250,4.43,0.493,0.493,71.11080552374565,71.11080552374565,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
251,4.431,0.494,0.494,71.28798467756593,71.28798467756593,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
252,4.432,0.495,0.495,71.46525784890817,71.46525784890817,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
253,4.433,0.496,0.496,71.64262491569566,71.64262491569566,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
254,4.434,0.497,0.497,71.82008575620523,71.82008575620523,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
255,4.435,0.498,0.498,71.9976402490655,71.9976402490655,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
256,4.436,0.499,0.499,72.17528827325498,72.17528827325498,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
257,4.437,0.5,0.5,72.35302970810072,72.35302970810072,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
258,4.438,0.501,0.501,72.53086443327551,72.53086443327551,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
259,4.439,0.502,0.502,72.70879232879778,72.70879232879778,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
260,4.44,0.503,0.503,72.88681327502869,72.88681327502869,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
261,4.441,0.504,0.504,73.06492715267073,73.06492715267073,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
262,4.442,0.505,0.505,73.24313384276653,73.24313384276653,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
263,4.443,0.506,0.506,73.42143322669587,73.42143322669587,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
264,4.444,0.507,0.507,73.59982518617569,73.59982518617569,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
265,4.445,0.508,0.508,73.77830960325744,73.77830960325744,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
266,4.446,0.509,0.509,73.95688636032565,73.95688636032565,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
267,4.447,0.51,0.51,74.13555534009637,74.13555534009637,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
268,4.448,0.511,0.511,74.31431642561535,74.31431642561535,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
269,4.449,0.512,0.512,74.49316950025707,74.49316950025707,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
270,4.45,0.513,0.513,74.67211444772173,74.67211444772173,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
271,4.451,0.514,0.514,74.85115115203553,74.85115115203553,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
272,4.452,0.515,0.515,75.03027949754768,75.03027949754768,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
273,4.453,0.516,0.516,75.20949936892963,75.20949936892963,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
274,4.454,0.517,0.517,75.38881065117336,75.38881065117336,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
275,4.455,0.518,0.518,75.56821322958875,75.56821322958875,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
276,4.456,0.519,0.519,75.74770698980423,75.74770698980423,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
277,4.457,0.52,0.52,75.92729181776332,75.92729181776332,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
278,4.458,0.521,0.521,76.10696759972423,76.10696759972423,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
279,4.459,0.522,0.522,76.28673422225766,76.28673422225766,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
280,4.46,0.523,0.523,76.4665915722459,76.4665915722459,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
281,4.461,0.524,0.524,76.64653953688114,76.64653953688114,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
282,4.462,0.525,0.525,76.8265780036633,76.8265780036633,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
283,4.463,0.526,0.526,77.0067068604,77.0067068604,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
284,4.464,0.527,0.527,77.18692599520384,77.18692599520384,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
285,4.465,0.528,0.528,77.36723529649178,77.36723529649178,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
286,4.466,0.529,0.529,77.54763465298348,77.54763465298348,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
287,4.467,0.53,0.53,77.72812395369895,77.72812395369895,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
288,4.468,0.531,0.531,77.90870308795876,77.90870308795876,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
289,4.469,0.532,0.532,78.0893719453818,78.0893719453818,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
290,4.47,0.533,0.533,78.27013041588366,78.27013041588366,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
291,4.471,0.534,0.534,78.45097838967553,78.45097838967553,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
292,4.472,0.535,0.535,78.63191575726316,78.63191575726316,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
293,4.473,0.536,0.536,78.81294240944503,78.81294240944503,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
294,4.474,0.537,0.537,78.99405823731051,78.99405823731051,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
295,4.475,0.538,0.538,79.17526313223993,79.17526313223993,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
296,4.476,0.539,0.539,79.35655698590197,79.35655698590197,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
297,4.477,0.54,0.54,79.53793969025295,79.53793969025295,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
298,4.478,0.541,0.541,79.7194111375357,79.7194111375357,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
299,4.479,0.542,0.542,79.90097122027703,79.90097122027703,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
300,4.48,0.543,0.543,80.08261983128789,80.08261983128789,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
301,4.481,0.544,0.544,80.26435686366148,80.26435686366148,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
302,4.482,0.545,0.545,80.44618221077182,80.44618221077182,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
303,4.483,0.546,0.546,80.62809576627257,80.62809576627257,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
304,4.484,0.547,0.547,80.81009742409596,80.81009742409596,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
305,4.485,0.548,0.548,80.99218707845156,80.99218707845156,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
306,4.486,0.549,0.549,81.17436462382389,81.17436462382389,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
307,4.487,0.55,0.55,81.35662995497309,81.35662995497309,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
308,4.488,0.551,0.551,81.53898296693227,81.53898296693227,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
309,4.489,0.552,0.552,81.72142355500691,81.72142355500691,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
310,4.49,0.553,0.553,81.90395161477353,81.90395161477353,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
311,4.491,0.554,0.554,82.08656704207768,82.08656704207768,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
312,4.492,0.555,0.555,82.2692697330342,82.2692697330342,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
313,4.493,0.556,0.556,82.4520595840249,82.4520595840249,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
314,4.494,0.557,0.557,82.63493649169801,82.63493649169801,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
315,4.495,0.558,0.558,82.81790035296616,82.81790035296616,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
316,4.496,0.559,0.559,83.00095106500629,83.00095106500629,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
317,4.497,0.56,0.56,83.18408852525788,83.18408852525788,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
318,4.498,0.561,0.561,83.36731263142123,83.36731263142123,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
319,4.499,0.562,0.562,83.55062328145755,83.55062328145755,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
320,4.5,0.563,0.563,83.73402037358707,83.73402037358707,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
321,4.501,0.564,0.564,83.91750380628774,83.91750380628774,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
322,4.502,0.565,0.565,84.10107347829457,84.10107347829457,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
323,4.503,0.566,0.566,84.28472928859861,84.28472928859861,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
324,4.504,0.567,0.567,84.46847113644439,84.46847113644439,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
325,4.505,0.568,0.568,84.65229892133114,84.65229892133114,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
326,4.506,0.569,0.569,84.83621254300982,84.83621254300982,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
327,4.507,0.57,0.57,85.02021190148295,85.02021190148295,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
328,4.508,0.571,0.571,85.20429689700306,85.20429689700306,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
329,4.509,0.572,0.572,85.38846743007178,85.38846743007178,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
330,4.51,0.573,0.573,85.57272340143905,85.57272340143905,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
331,4.511,0.574,0.574,85.75706471210107,85.75706471210107,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
332,4.512,0.575,0.575,85.94149126330045,85.94149126330045,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
333,4.513,0.576,0.576,86.12600295652462,86.12600295652462,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
334,4.514,0.577,0.577,86.3105996935045,86.3105996935045,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
335,4.515,0.578,0.578,86.49528137621428,86.49528137621428,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
336,4.516,0.579,0.579,86.6800479068686,86.6800479068686,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
337,4.517,0.58,0.58,86.86489918792391,86.86489918792391,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
338,4.518,0.581,0.581,87.04983512207598,87.04983512207598,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
339,4.519,0.582,0.582,87.23485561225888,87.23485561225888,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
340,4.52,0.583,0.583,87.41996056164442,87.41996056164442,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
341,4.521,0.584,0.584,87.60514987364093,87.60514987364093,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
342,4.522,0.585,0.585,87.7904234518926,87.7904234518926,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
343,4.523,0.586,0.586,87.97578120027724,87.97578120027724,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
344,4.524,0.587,0.587,88.1612230229071,88.1612230229071,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
345,4.525,0.588,0.588,88.34674882412682,88.34674882412682,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
346,4.526,0.589,0.589,88.53235850851236,88.53235850851236,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
347,4.527,0.59,0.59,88.71805198087083,88.71805198087083,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
348,4.528,0.591,0.591,88.90382914623795,88.90382914623795,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
349,4.529,0.592,0.592,89.08968990987908,89.08968990987908,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
350,4.53,0.593,0.593,89.27563417728699,89.27563417728699,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
351,4.531,0.594,0.594,89.4616618541812,89.4616618541812,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
352,4.532,0.595,0.595,89.64777284650695,89.64777284650695,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
353,4.533,0.596,0.596,89.8339670604345,89.8339670604345,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
354,4.534,0.597,0.597,90.02024440235823,90.02024440235823,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
355,4.535,0.598,0.598,90.20660477889476,90.20660477889476,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
356,4.536,0.599,0.599,90.39304809688359,90.39304809688359,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
