start_state_mm,policy,step,remaining_passes_before,state_before_mm,selected_action_mm,immediate_deflection_um,selected_action_discrete_class,successor_mm,selected_action_continuous_status,selected_action_continuous_detail,online_continuous_solve_calls,step_status
4.23,ONLINE-REOPT,2,2,3.87,0.408,82.95760346177879,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,49,CONTINUE
4.23,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.231,ONLINE-REOPT,1,3,4.231,0.36,50.958412550161015,PRESERVING,3.871,PASS,continuous_reference_residual_valid_optimizer_reported_non_success,1,CONTINUE
4.231,ONLINE-REOPT,2,2,3.871,0.409,83.2057043448454,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,50,CONTINUE
4.231,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.232,ONLINE-REOPT,1,3,4.232,0.36,50.918940505014255,PRESERVING,3.872,PASS,continuous_reference_residual_valid_optimizer_reported_success,1,CONTINUE
4.232,ONLINE-REOPT,2,2,3.872,0.41,83.45396098318801,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,51,CONTINUE
4.232,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.233,ONLINE-REOPT,1,3,4.233,0.36,50.87950921571976,PRESERVING,3.873,PASS,continuous_reference_residual_valid_optimizer_reported_non_success,1,CONTINUE
4.233,ONLINE-REOPT,2,2,3.873,0.411,83.70237314118188,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,52,CONTINUE
4.233,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.234,ONLINE-REOPT,1,3,4.234,0.36,50.84011862968941,PRESERVING,3.874,PASS,continuous_reference_residual_valid_optimizer_reported_success,1,CONTINUE
4.234,ONLINE-REOPT,2,2,3.874,0.412,83.95094058403198,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,53,CONTINUE
4.234,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.235,ONLINE-REOPT,1,3,4.235,0.36,50.80076869441637,PRESERVING,3.875,PASS,continuous_reference_residual_valid_optimizer_reported_non_success,1,CONTINUE
4.235,ONLINE-REOPT,2,2,3.875,0.413,84.19966307776825,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,54,CONTINUE
4.235,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.236,ONLINE-REOPT,1,3,4.236,0.36,50.761459357475125,PRESERVING,3.876,PASS,continuous_reference_residual_valid_optimizer_reported_non_success,1,CONTINUE
4.236,ONLINE-REOPT,2,2,3.876,0.414,84.44854038924105,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,55,CONTINUE
4.236,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.237,ONLINE-REOPT,1,3,4.237,0.36,50.72219056652126,PRESERVING,3.877,PASS,continuous_reference_residual_valid_optimizer_reported_success,1,CONTINUE
4.237,ONLINE-REOPT,2,2,3.877,0.415,84.69757228611572,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,56,CONTINUE
4.237,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.238,ONLINE-REOPT,1,3,4.238,0.36,50.68296226929129,PRESERVING,3.878,PASS,continuous_reference_residual_valid_optimizer_reported_success,1,CONTINUE
4.238,ONLINE-REOPT,2,2,3.878,0.416,84.94675853686743,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,57,CONTINUE
4.238,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.239,ONLINE-REOPT,1,3,4.239,0.36,50.64377441360266,PRESERVING,3.879,PASS,continuous_reference_residual_valid_optimizer_reported_non_success,1,CONTINUE
4.239,ONLINE-REOPT,2,2,3.879,0.417,85.19609891077744,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,58,CONTINUE
4.239,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.24,ONLINE-REOPT,1,3,4.24,0.36,50.604626947353346,PRESERVING,3.88,PASS,continuous_reference_residual_valid_optimizer_reported_non_success,1,CONTINUE
4.24,ONLINE-REOPT,2,2,3.88,0.418,85.4455931779275,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,59,CONTINUE
4.24,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.241,ONLINE-REOPT,1,3,4.241,0.36,50.56551981852196,PRESERVING,3.881,PASS,continuous_reference_residual_valid_optimizer_reported_success,1,CONTINUE
4.241,ONLINE-REOPT,2,2,3.881,0.419,85.69524110919524,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,60,CONTINUE
4.241,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.242,ONLINE-REOPT,1,3,4.242,0.36,50.526452975167395,PRESERVING,3.882,PASS,continuous_reference_residual_valid_optimizer_reported_non_success,1,CONTINUE
4.242,ONLINE-REOPT,2,2,3.882,0.42,85.94504247624963,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,61,CONTINUE
4.242,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.243,ONLINE-REOPT,1,3,4.243,0.36,50.487426365428945,PRESERVING,3.883,PASS,continuous_reference_residual_valid_optimizer_reported_non_success,1,CONTINUE
4.243,ONLINE-REOPT,2,2,3.883,0.421,86.19499705154597,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,62,CONTINUE
4.243,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.244,ONLINE-REOPT,1,3,4.244,0.36,50.44843993752582,PRESERVING,3.884,PASS,continuous_reference_residual_valid_optimizer_reported_success,1,CONTINUE
4.244,ONLINE-REOPT,2,2,3.884,0.422,86.44510460832083,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,63,CONTINUE
4.244,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.245,ONLINE-REOPT,1,3,4.245,0.36,50.40949363975729,PRESERVING,3.885,PASS,continuous_reference_residual_valid_optimizer_reported_success,1,CONTINUE
4.245,ONLINE-REOPT,2,2,3.885,0.423,86.69536492058897,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,64,CONTINUE
4.245,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.246,ONLINE-REOPT,1,3,4.246,0.36,50.37058742050237,PRESERVING,3.886,PASS,continuous_reference_residual_valid_optimizer_reported_success,1,CONTINUE
4.246,ONLINE-REOPT,2,2,3.886,0.424,86.94577776313722,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,65,CONTINUE
4.246,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.247,ONLINE-REOPT,1,3,4.247,0.36,50.3317212282198,PRESERVING,3.887,PASS,continuous_reference_residual_valid_optimizer_reported_success,1,CONTINUE
4.247,ONLINE-REOPT,2,2,3.887,0.425,87.19634291152094,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,66,CONTINUE
4.247,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.248,ONLINE-REOPT,1,3,4.248,0.36,50.29289501144779,PRESERVING,3.888,PASS,continuous_reference_residual_valid_optimizer_reported_success,1,CONTINUE
4.248,ONLINE-REOPT,2,2,3.888,0.426,87.4470601420588,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,67,CONTINUE
4.248,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.249,ONLINE-REOPT,1,3,4.249,0.36,50.25410871880395,PRESERVING,3.889,PASS,continuous_reference_residual_valid_optimizer_reported_success,1,CONTINUE
4.249,ONLINE-REOPT,2,2,3.889,0.427,87.69792923182924,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,68,CONTINUE
4.249,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.25,ONLINE-REOPT,1,3,4.25,0.36,50.215362298985056,PRESERVING,3.89,PASS,continuous_reference_residual_valid_optimizer_reported_success,1,CONTINUE
4.25,ONLINE-REOPT,2,2,3.89,0.428,87.94894995866426,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,69,CONTINUE
4.25,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.251,ONLINE-REOPT,1,3,4.251,0.36,50.17665570076711,PRESERVING,3.891,PASS,continuous_reference_residual_valid_optimizer_reported_non_success,1,CONTINUE
4.251,ONLINE-REOPT,2,2,3.891,0.429,88.2001221011473,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,70,CONTINUE
4.251,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.252,ONLINE-REOPT,1,3,4.252,0.36,50.13798887300495,PRESERVING,3.892,PASS,continuous_reference_residual_valid_optimizer_reported_success,1,CONTINUE
4.252,ONLINE-REOPT,2,2,3.892,0.43,88.45144543860756,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,71,CONTINUE
4.252,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.253,ONLINE-REOPT,1,3,4.253,0.36,50.09936176463223,PRESERVING,3.893,PASS,continuous_reference_residual_valid_optimizer_reported_non_success,1,CONTINUE
4.253,ONLINE-REOPT,2,2,3.893,0.431,88.70291975111599,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,72,CONTINUE
4.253,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.254,ONLINE-REOPT,1,3,4.254,0.36,50.06077432466129,PRESERVING,3.894,PASS,continuous_reference_residual_valid_optimizer_reported_success,1,CONTINUE
4.254,ONLINE-REOPT,2,2,3.894,0.432,88.95454481948096,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,73,CONTINUE
4.254,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.255,ONLINE-REOPT,1,3,4.255,0.36,50.02222650218303,PRESERVING,3.895,PASS,continuous_reference_residual_valid_optimizer_reported_success,1,CONTINUE
4.255,ONLINE-REOPT,2,2,3.895,0.433,89.20632042524421,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,74,CONTINUE
4.255,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.256,ONLINE-REOPT,1,3,4.256,0.36,49.983718246366685,PRESERVING,3.896,PASS,continuous_reference_residual_valid_optimizer_reported_success,1,CONTINUE
4.256,ONLINE-REOPT,2,2,3.896,0.434,89.45824635067578,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,75,CONTINUE
4.256,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.257,ONLINE-REOPT,1,3,4.257,0.36,49.94524950645972,PRESERVING,3.897,PASS,continuous_reference_residual_valid_optimizer_reported_success,1,CONTINUE
4.257,ONLINE-REOPT,2,2,3.897,0.435,89.71032237877122,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,76,CONTINUE
4.257,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.258,ONLINE-REOPT,1,3,4.258,0.36,49.906820231787734,PRESERVING,3.898,PASS,continuous_reference_residual_valid_optimizer_reported_success,1,CONTINUE
4.258,ONLINE-REOPT,2,2,3.898,0.436,89.96254829324664,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,77,CONTINUE
4.258,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.259,ONLINE-REOPT,1,3,4.259,0.36,49.86843037175427,PRESERVING,3.899,PASS,continuous_reference_residual_valid_optimizer_reported_success,1,CONTINUE
4.259,ONLINE-REOPT,2,2,3.899,0.437,90.21492387853463,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,78,CONTINUE
4.259,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.26,ONLINE-REOPT,1,3,4.26,0.36,49.83007987584073,PRESERVING,3.9,PASS,continuous_reference_residual_valid_optimizer_reported_non_success,1,CONTINUE
4.26,ONLINE-REOPT,2,2,3.9,0.438,90.46744891978027,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,79,CONTINUE
4.26,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.261,ONLINE-REOPT,1,3,4.261,0.36,49.79176869360613,PRESERVING,3.901,PASS,continuous_reference_residual_valid_optimizer_reported_success,1,CONTINUE
4.261,ONLINE-REOPT,2,2,3.901,0.439,90.72012320283744,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,80,CONTINUE
4.261,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.262,ONLINE-REOPT,1,3,4.262,0.36,49.75349677468705,PRESERVING,3.902,PASS,continuous_reference_residual_valid_optimizer_reported_success,1,CONTINUE
4.262,ONLINE-REOPT,2,2,3.902,0.44,90.97294651426347,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,81,CONTINUE
4.262,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.263,ONLINE-REOPT,1,3,4.263,0.36,49.71526406879751,PRESERVING,3.903,PASS,continuous_reference_residual_valid_optimizer_reported_non_success,1,CONTINUE
4.263,ONLINE-REOPT,2,2,3.903,0.441,91.22591864131715,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,82,CONTINUE
4.263,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.264,ONLINE-REOPT,1,3,4.264,0.36,49.67707052572877,PRESERVING,3.904,PASS,continuous_reference_residual_valid_optimizer_reported_success,1,CONTINUE
4.264,ONLINE-REOPT,2,2,3.904,0.442,91.47903937195336,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,83,CONTINUE
4.264,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.265,ONLINE-REOPT,1,3,4.265,0.36,49.638916095349224,PRESERVING,3.905,PASS,continuous_reference_residual_valid_optimizer_reported_success,1,CONTINUE
4.265,ONLINE-REOPT,2,2,3.905,0.443,91.73230849481963,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,84,CONTINUE
4.265,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.266,ONLINE-REOPT,1,3,4.266,0.36,49.60080072760419,PRESERVING,3.906,PASS,continuous_reference_residual_valid_optimizer_reported_non_success,1,CONTINUE
4.266,ONLINE-REOPT,2,2,3.906,0.444,91.98572579925235,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,85,CONTINUE
4.266,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.267,ONLINE-REOPT,1,3,4.267,0.36,49.56272437251595,PRESERVING,3.907,PASS,continuous_reference_residual_valid_optimizer_reported_non_success,1,CONTINUE
4.267,ONLINE-REOPT,2,2,3.907,0.445,92.23929107527286,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,86,CONTINUE
4.267,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.268,ONLINE-REOPT,1,3,4.268,0.36,49.52468698018341,PRESERVING,3.908,PASS,continuous_reference_residual_valid_optimizer_reported_success,1,CONTINUE
4.268,ONLINE-REOPT,2,2,3.908,0.446,92.49300411358249,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,87,CONTINUE
4.268,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.269,ONLINE-REOPT,1,3,4.269,0.36,49.48668850078208,PRESERVING,3.909,PASS,continuous_reference_residual_valid_optimizer_reported_success,1,CONTINUE
4.269,ONLINE-REOPT,2,2,3.909,0.447,92.7468647055612,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,88,CONTINUE
4.269,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.27,ONLINE-REOPT,1,3,4.27,0.36,49.4487288845639,PRESERVING,3.91,PASS,continuous_reference_residual_valid_optimizer_reported_non_success,1,CONTINUE
4.27,ONLINE-REOPT,2,2,3.91,0.448,93.00087264326154,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,89,CONTINUE
4.27,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.271,ONLINE-REOPT,1,3,4.271,0.36,49.41080808185711,PRESERVING,3.911,PASS,continuous_reference_residual_valid_optimizer_reported_success,1,CONTINUE
4.271,ONLINE-REOPT,2,2,3.911,0.449,93.2550277194063,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,90,CONTINUE
4.271,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.272,ONLINE-REOPT,1,3,4.272,0.36,49.37292604306616,PRESERVING,3.912,PASS,continuous_reference_residual_valid_optimizer_reported_non_success,1,CONTINUE
4.272,ONLINE-REOPT,2,2,3.912,0.45,93.509329727384,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,91,CONTINUE
4.272,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.273,ONLINE-REOPT,1,3,4.273,0.36,49.335082718671444,PRESERVING,3.913,PASS,continuous_reference_residual_valid_optimizer_reported_success,1,CONTINUE
4.273,ONLINE-REOPT,2,2,3.913,0.451,93.76377846124589,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,92,CONTINUE
4.273,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.274,ONLINE-REOPT,1,3,4.274,0.36,49.29727805922929,PRESERVING,3.914,PASS,continuous_reference_residual_valid_optimizer_reported_non_success,1,CONTINUE
4.274,ONLINE-REOPT,2,2,3.914,0.452,94.01837371570092,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,93,CONTINUE
4.274,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.275,ONLINE-REOPT,1,3,4.275,0.36,49.25951201537183,PRESERVING,3.915,PASS,continuous_reference_residual_valid_optimizer_reported_success,1,CONTINUE
4.275,ONLINE-REOPT,2,2,3.915,0.453,94.27311528611429,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,94,CONTINUE
4.275,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.276,ONLINE-REOPT,1,3,4.276,0.36,49.221784537806734,PRESERVING,3.916,PASS,continuous_reference_residual_valid_optimizer_reported_success,1,CONTINUE
4.276,ONLINE-REOPT,2,2,3.916,0.454,94.52800296850185,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,95,CONTINUE
4.276,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.277,ONLINE-REOPT,1,3,4.277,0.36,49.18409557731721,PRESERVING,3.917,PASS,continuous_reference_residual_valid_optimizer_reported_success,1,CONTINUE
4.277,ONLINE-REOPT,2,2,3.917,0.455,94.78303655952801,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,96,CONTINUE
4.277,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.278,ONLINE-REOPT,1,3,4.278,0.36,49.14644508476175,PRESERVING,3.918,PASS,continuous_reference_residual_valid_optimizer_reported_non_success,1,CONTINUE
4.278,ONLINE-REOPT,2,2,3.918,0.456,95.03821585650113,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,97,CONTINUE
4.278,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.279,ONLINE-REOPT,1,3,4.279,0.36,49.108833011074196,PRESERVING,3.919,PASS,continuous_reference_residual_valid_optimizer_reported_success,1,CONTINUE
4.279,ONLINE-REOPT,2,2,3.919,0.457,95.29354065737094,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,98,CONTINUE
4.279,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.28,ONLINE-REOPT,1,3,4.28,0.36,49.071259307263354,PRESERVING,3.92,PASS,continuous_reference_residual_valid_optimizer_reported_success,1,CONTINUE
4.28,ONLINE-REOPT,2,2,3.92,0.458,95.54901076072348,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,99,CONTINUE
4.28,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.281,ONLINE-REOPT,1,3,4.281,0.36,49.03372392441303,PRESERVING,3.921,PASS,continuous_reference_residual_valid_optimizer_reported_success,1,CONTINUE
4.281,ONLINE-REOPT,2,2,3.921,0.459,95.80462596577969,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,100,CONTINUE
4.281,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.282,ONLINE-REOPT,1,3,4.282,0.36,48.99622681368178,PRESERVING,3.922,PASS,continuous_reference_residual_valid_optimizer_reported_success,1,CONTINUE
4.282,ONLINE-REOPT,2,2,3.922,0.46,96.06038607239064,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,101,CONTINUE
4.282,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.283,ONLINE-REOPT,1,3,4.283,0.36,48.958767926302954,PRESERVING,3.923,PASS,continuous_reference_residual_valid_optimizer_reported_success,1,CONTINUE
4.283,ONLINE-REOPT,2,2,3.923,0.461,96.31629088103482,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,102,CONTINUE
4.283,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.284,ONLINE-REOPT,1,3,4.284,0.36,48.92134721358435,PRESERVING,3.924,PASS,continuous_reference_residual_valid_optimizer_reported_success,1,CONTINUE
4.284,ONLINE-REOPT,2,2,3.924,0.462,96.57234019281397,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,103,CONTINUE
4.284,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.285,ONLINE-REOPT,1,3,4.285,0.36,48.88396462690824,PRESERVING,3.925,PASS,continuous_reference_residual_valid_optimizer_reported_success,1,CONTINUE
4.285,ONLINE-REOPT,2,2,3.925,0.463,96.82853380945079,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,104,CONTINUE
4.285,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.286,ONLINE-REOPT,1,3,4.286,0.36,48.84662011773112,PRESERVING,3.926,PASS,continuous_reference_residual_valid_optimizer_reported_success,1,CONTINUE
4.286,ONLINE-REOPT,2,2,3.926,0.464,97.08487153328383,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,105,CONTINUE
4.286,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.287,ONLINE-REOPT,1,3,4.287,0.36,48.80931363758369,PRESERVING,3.927,PASS,continuous_reference_residual_valid_optimizer_reported_success,1,CONTINUE
4.287,ONLINE-REOPT,2,2,3.927,0.465,97.34135316726643,PRESERVING,3.462,PASS,continuous_reference_residual_valid_optimizer_reported_success,106,CONTINUE
4.287,ONLINE-REOPT,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,PASS,exact_terminal_equality,0,TERMINAL_REACHED
4.288,ONLINE-REOPT,1,3,4.288,0.36,48.77204513807068,PRESERVING,3.928,PASS,continuous_reference_residual_valid_optimizer_reported_success,1,CONTINUE
