subset_position,source_state_index_0based,state_mm,policy,run_kind,measured_repetition,elapsed_ns,elapsed_ms,continuous_solve_calls,decision_status,selected_action_mm
39,396,4.576,RPRA,MEASURED,1,207000,0.207,0,PASS,0.639
39,396,4.576,RPRA,MEASURED,2,182200,0.1822,0,PASS,0.639
39,396,4.576,RPRA,MEASURED,3,181200,0.1812,0,PASS,0.639
39,396,4.576,RPRA,MEASURED,4,179300,0.1793,0,PASS,0.639
39,396,4.576,RPRA,MEASURED,5,177700,0.1777,0,PASS,0.639
39,396,4.576,ONLINE-REOPT,WARMUP,0,23779637700,23779.6377,280,PASS,0.639
39,396,4.576,ONLINE-REOPT,MEASURED,1,23809963100,23809.9631,280,PASS,0.639
39,396,4.576,ONLINE-REOPT,MEASURED,2,23765530600,23765.5306,280,PASS,0.639
39,396,4.576,ONLINE-REOPT,MEASURED,3,23793442600,23793.4426,280,PASS,0.639
39,396,4.576,ONLINE-REOPT,MEASURED,4,23809298200,23809.2982,280,PASS,0.639
39,396,4.576,ONLINE-REOPT,MEASURED,5,23764343300,23764.3433,280,PASS,0.639
40,406,4.586,RPRA,WARMUP,0,245600,0.2456,0,PASS,0.649
40,406,4.586,RPRA,MEASURED,1,194000,0.194,0,PASS,0.649
40,406,4.586,RPRA,MEASURED,2,183200,0.1832,0,PASS,0.649
40,406,4.586,RPRA,MEASURED,3,219200,0.2192,0,PASS,0.649
40,406,4.586,RPRA,MEASURED,4,178500,0.1785,0,PASS,0.649
40,406,4.586,RPRA,MEASURED,5,194300,0.1943,0,PASS,0.649
40,406,4.586,ONLINE-REOPT,WARMUP,0,24757620300,24757.6203,290,PASS,0.649
40,406,4.586,ONLINE-REOPT,MEASURED,1,24853180500,24853.1805,290,PASS,0.649
40,406,4.586,ONLINE-REOPT,MEASURED,2,24877857400,24877.8574,290,PASS,0.649
40,406,4.586,ONLINE-REOPT,MEASURED,3,24921469100,24921.4691,290,PASS,0.649
40,406,4.586,ONLINE-REOPT,MEASURED,4,24770091500,24770.0915,290,PASS,0.649
40,406,4.586,ONLINE-REOPT,MEASURED,5,24863864100,24863.8641,290,PASS,0.649
