downstream_passes,successor_mm,classified_status,classification_detail,feasible,capacity_reason,optimizer_success,optimizer_message,multistart_count,decision_at_limit,residual_valid,residual_validity_detail,removal_sum_abs_mm,action_bound_violation_mm,epigraph_violation_um,terminal_thickness_abs_mm,optimal_worst_deflection_um,recoverability_margin_um
2,4.21,FAIL,continuous_reference_residual_valid_optimizer_reported_success,True,,True,Optimization terminated successfully,7,FAIL,True,residual_checks_pass,0.0,0.0,0.0,0.0,134.5157063880886,-34.5157063880886
2,4.211,FAIL,continuous_reference_residual_valid_optimizer_reported_success,True,,True,Optimization terminated successfully,7,FAIL,True,residual_checks_pass,2.220446049250313e-16,0.0,3.922195901395753e-12,4.440892098500626e-16,134.64184895396517,-34.641848953965166
2,4.212,FAIL,continuous_reference_residual_valid_optimizer_reported_success,True,,True,Optimization terminated successfully,7,FAIL,True,residual_checks_pass,0.0,0.0,9.663381206337363e-13,4.440892098500626e-16,134.76798528471605,-34.76798528471605
2,4.213,FAIL,continuous_reference_residual_valid_optimizer_reported_success,True,,True,Optimization terminated successfully,7,FAIL,True,residual_checks_pass,0.0,0.0,1.0516032489249483e-12,4.440892098500626e-16,134.89411536666583,-34.89411536666583
2,4.214,FAIL,continuous_reference_residual_valid_optimizer_reported_success,True,,True,Optimization terminated successfully,7,FAIL,True,residual_checks_pass,0.0,0.0,5.684341886080801e-13,0.0,135.0202391861667,-35.02023918616669
2,4.215,FAIL,continuous_reference_residual_valid_optimizer_reported_success,True,,True,Optimization terminated successfully,7,FAIL,True,residual_checks_pass,0.0,0.0,5.4001247917767614e-12,0.0,135.1463567296084,-35.146356729608414
2,4.216,FAIL,continuous_reference_residual_valid_optimizer_reported_success,True,,True,Optimization terminated successfully,7,FAIL,True,residual_checks_pass,0.0,0.0,5.684341886080802e-14,4.440892098500626e-16,135.27246798340988,-35.27246798340988
2,4.217,FAIL,continuous_reference_residual_valid_optimizer_reported_success,True,,True,Optimization terminated successfully,7,FAIL,True,residual_checks_pass,2.220446049250313e-16,0.0,9.379164112033322e-13,0.0,135.39857293402832,-35.39857293402832
2,4.218,FAIL,continuous_reference_residual_valid_optimizer_reported_success,True,,True,Optimization terminated successfully,7,FAIL,True,residual_checks_pass,0.0,0.0,7.389644451905042e-13,4.440892098500626e-16,135.52467156794984,-35.52467156794984
2,4.219,FAIL,continuous_reference_residual_valid_optimizer_reported_success,True,,True,Optimization terminated successfully,7,FAIL,True,residual_checks_pass,0.0,0.0,2.842170943040401e-14,0.0,135.65076387169626,-35.650763871696256
2,4.22,FAIL,continuous_reference_residual_valid_optimizer_reported_success,True,,True,Optimization terminated successfully,7,FAIL,True,residual_checks_pass,0.0,0.0,2.8421709430404007e-13,4.440892098500626e-16,135.7768498318232,-35.7768498318232
2,4.221,FAIL,continuous_reference_residual_valid_optimizer_reported_success,True,,True,Optimization terminated successfully,7,FAIL,True,residual_checks_pass,0.0,0.0,6.480149750132114e-12,0.0,135.90292943491804,-35.902929434918036
2,4.222,FAIL,continuous_reference_residual_valid_optimizer_reported_success,True,,True,Optimization terminated successfully,7,FAIL,True,residual_checks_pass,0.0,0.0,1.9895196601282805e-13,0.0,136.02900266760074,-36.029002667600736
2,4.223,FAIL,continuous_reference_residual_valid_optimizer_reported_success,True,,True,Optimization terminated successfully,7,FAIL,True,residual_checks_pass,0.0,0.0,4.547473508864641e-13,0.0,136.15506951652605,-36.155069516526055
2,4.224,FAIL,continuous_reference_residual_valid_optimizer_reported_success,True,,True,Optimization terminated successfully,7,FAIL,True,residual_checks_pass,0.0,0.0,1.2221335055073723e-12,4.440892098500626e-16,136.2811299683804,-36.28112996838041
2,4.225,FAIL,continuous_reference_residual_valid_optimizer_reported_success,True,,True,Optimization terminated successfully,7,FAIL,True,residual_checks_pass,0.0,0.0,0.0,0.0,136.4071840098813,-36.40718400988129
2,4.226,FAIL,continuous_reference_residual_valid_optimizer_reported_success,True,,True,Optimization terminated successfully,7,FAIL,True,residual_checks_pass,0.0,0.0,4.263256414560601e-13,0.0,136.53323162778375,-36.53323162778375
